,Unnamed: 0,like,semester,professor_name,rate,index,lecture_name,url_id,duplicated,duplicated_id,clean_txt,aspect,cnt,1,token
14,5263,1,18,한희섭,80,1,호텔경영론,1788334,0,-1,팀플 역시 대충 구글링만해서는 ppt때 티가 많이 날수밖에 없음,과제,1,0.0,팀 플 역시 대충 구글링 만 해서 티 많이 날 밖에
15,5262,1,18,한희섭,80,1,호텔경영론,1788334,0,-1,참고로 쉐라톤 인턴십 인터뷰 때 막힘없이 대답할 수 있었던 이유중 하나가 이 수업 수강했기 때문임,수업,1,1.0,참고 로 쉐 라 톤 인턴 십 인터뷰 막힘없이 대답 할 던 이유 중 하나 수업 수강 했 기 때문 임
16,5260,1,18,한희섭,80,1,호텔경영론,1788334,0,-1,호텔 산업 전반에 대한 얕고 넓은 지식을 습득하기 좋은 강의임,수업,1,1.0,호텔 산업 전반 대한 얕 넓 지식 습득 기 좋 강의 임
17,5259,1,18,한희섭,80,1,호텔경영론,1788334,0,-1,밑 평가들이 왜 이모양인지는 모르겠으나 이번학기 6전공을 수강했던 사람으로서 가장 배울 점 많은 강의였음,수업,1,1.0,밑 평가 왜 모양 인지 모르 겠 으나 이번 학기 전공 수강 했 던 으로서 가장 배울 점 많 강의
18,5254,0,20,박광민,100,0,외식경영세미나,1415744,0,-1,교수님은 따뜻하신 편,교수,1,1.0,교수 님 따뜻 신 편
19,11405,3,20,이유진,20,8,서양고전강독3,2100196,0,-1,밑에 수업의 질이 좋다는 종이님들 인정합니다,수업,1,1.0,밑 수업 의 질 좋 다는 종이 님 인정 합니다
20,11407,3,20,이유진,20,8,서양고전강독3,2100196,0,-1,근데 다들 이 수업 솔직히 그럴려고 듣나요,수업,1,-1.0,근데 다 수업 솔직히 그럴려고 듣 나요
21,5250,0,20,박광민,100,0,외식경영세미나,1415744,0,-1,에이쁠은 아니었지만 이 과목에 대해 관심을 갖게 해주신 교수님,교수,1,1.0,이쁠 지만 과목 대해 관심 갖 게 해 신 교수 님
22,5249,0,20,이수정,100,0,바리스타및음료실습2,2100282,0,-1,본인은 꿀강의였지만  내년에는 어떨지잘모르겠다타과학생들이 많이들으러옴 재밌음,수업,1,1.0,본인 꿀 강의 지만 내년 어떨지 잘 모르 겠 다 타과 학생 많이 들으러 옴 재밌
23,11410,3,20,이유진,20,8,서양고전강독3,2100196,0,-1,근데 이분 수업은 책 읽고 인증하는게 훨씬 훨씬 덜 머리아프고 덜 힘듭니다,수업,1,1.0,근데 이분 수업 책 읽 인증 게 훨씬 훨씬 덜 머리 아프 덜 힘듭니다
24,11417,13,20,이유진,80,10,서양고전강독3,2100196,0,-1,물론 고전 강독을 책 읽기 힘드니까 듣는건데 시험에서 안 읽어주신 부분 낸다고 하셔서 당황하긴 했음,시험,1,0.0,물론 고전 강독 책 읽 기 힘드 니까 듣 건데 시험 에서 안 읽 어 신 부분 낸다고 셔서 당황 긴 했
25,11420,13,20,이유진,80,10,서양고전강독3,2100196,0,-1,"암튼 개인적인 생각으로는 강의의 질이 나쁜 것도 아니었고, 이전에 꿀과목으로만 알던 수업이 아니게 되니까 전체적으로 안 좋게 평가하는 거 같아 보여서 이렇게 남김 ",수업,1,0.0,암튼 개인 적 인 생각 으로 강의 의 질 나쁜 도 이전 꿀 과목 으로 만 알 던 수업 게 니까 전체 적 으로 안 좋 게 평가 거 아 보여서 이렇게 남김
26,11373,0,20,오혜미,80,2,창업의이론과실제,2022697,0,-1, 그런데 수업 이름처럼 창업에 대한 걸 많이 배웠나,수업,1,-1.0,그런데 수업 이름 처럼 창업 대한 걸 많이 배웠
27,11429,10,20,이유진,20,15,서양고전강독3,2100196,0,-1,여러분들을 생각해서 Fun하고 Cool하고 Sexy하게 책 3권 읽는 과제를 내 드리겠습니다네,과제,1,1.0,여러분 생각 해서 게 책 권 읽 과제 내 드리 겠 네
28,11371,0,20,오혜미,80,1,창업의이론과실제,2022697,0,-1,반복돼서 지루하긴 하지만 교수님 목소리가 예뻐서 집중하기에 좋았,교수,1,1.0,반복 돼서 지루 긴 지만 교수 님 목소리 예뻐서 집중 기 좋 았
29,11361,1,19,임홍태,100,7,동양고전강독1,1950606,0,-1,그랬더니 시험 공부 따로 안하고도 패스함,시험,1,0.0,그랬 더니 시험 공부 따로 안 도 패스
30,5296,0,19,안영주,60,0,호텔경영론,1788335,0,-1,특히 과제 설명하실때 이해 못한 학생들이 절반이였을정도로 소통이 안됨,과제,1,-1.0,특히 과제 설명 실 이해 못 학생 절반 였을 정도 로 소통 안 됨
31,11317,2,20,강병철,100,1,세계화와글로벌거버넌스,1950604,0,-1,그래도 호불호 갈리는 수업이라 막연히 추천한다고는 못하것네,수업,1,-1.0,그래도 호불호 갈리 수업 라 막연히 추천 한다고는 못하 네
32,11322,0,20,강병철,20,3,세계화와글로벌거버넌스,1950604,0,-1,돈 내고 듣는 수업이잖아요,수업,1,0.0,돈 내 듣 수업 잖아요
33,5293,2,20,최충범,100,11,호텔경영론,2100064,0,-1,차근차근 설명해주시고 피피티도 차근차근하니 교수님 뵌적은 없지만 좋은 사람인 것 같아열 내적친분감 상승,교수,1,1.0,차근차근 설명 해 시 피피티 도 차근차근 니 교수 님 뵌 적 지만 좋 인 아 열 내 적 친분 감 상승
34,11324,1,20,강병철,60,4,세계화와글로벌거버넌스,1950604,0,-1,"수업이 매우 재미있고, 흥미로웠음",수업,1,1.0,수업 매우 재미있 흥미 로웠
35,11327,1,20,강병철,60,4,세계화와글로벌거버넌스,1950604,0,-1,내가 들은 강의 중 몇 안되는 제대로 된 강의,수업,1,1.0,내 강의 중 몇 안 제대로 된 강의
36,5290,0,20,최충범,100,9,호텔경영론,2100064,0,-1,제가 들어본 수업 중 탑3안에 듭니다,수업,1,1.0,제 어 본 수업 중 탑 안 듭니다
37,11328,1,20,강병철,60,4,세계화와글로벌거버넌스,1950604,0,-1,"다만, 강의평가에서 볼 수 있듯이 대학을 배움을 위해 다니지 않는 학생은 듣지 않는 것을 추천함",수업,1,0.0,다만 강의 평가 에서 볼 듯이 대학 배움 위해 다니 학생 듣 추천
38,11337,0,19,강병철,20,6,세계화와글로벌거버넌스,1950604,0,-1,이과목 점수 잘받고싶으면 전공 다버려 이런느낌임  왠만하면 이수업은 절대절대 듣지마셈    내가 이거듣고  수강철회 못한걸 땅을 치고 후회햇엇지,수업,1,-1.0,과목 점수 잘 받 싶 으면 전공 다 버려 이런 느낌 임 왠만 면 이수업 절대 절대 듣 마 셈 내 이거 듣 수강 철회 못 한걸 땅 치 후회 햇 엇
39,11338,1,19,강병철,100,7,세계화와글로벌거버넌스,1950604,0,-1,교수님 말씀대로 힘들게 한학기 끝나고 나니까 확실히 배운것도 많았,교수,1,1.0,교수 님 말씀 대로 힘들 게 학기 끝 니까 확실히 배운 도 많 았
40,11342,1,20,임홍태,100,1,동양고전강독1,1950606,0,-1,"서고강,동서고강 패스하고 들으니 세상꿀강의라는걸 뼈저리게 느꼈음",수업,1,0.0,서고 강 동서 고강 패스 들으니 세상 꿀 강의 라는 걸 뼈저리 게 느꼈
41,11344,1,20,임홍태,100,1,동양고전강독1,1950606,0,-1,교수님 감사합니다,교수,1,1.0,교수 님 감사 합니다
42,5286,1,20,최충범,100,7,호텔경영론,2100064,0,-1,이번 학기에 들었던 강의 중에 가장 좋았어요,수업,1,1.0,이번 학기 던 강의 중 가장 좋 았 어요
43,11347,0,20,임홍태,100,2,동양고전강독1,1950606,0,-1,코로나 때문에 본의아니게 그런 것 같지만 너무 좋았어요 수업도 재밌습니다,수업,1,1.0,코로나 때문 본의 게 그런 지만 너무 좋 았 어요 수업 도 재밌
44,11348,0,20,임홍태,100,3,동양고전강독1,1950606,0,-1,시험 없는 학기라서 요약문 3번(중간 1번 기말 2번)내고 패스 됐어요,시험,1,0.0,시험 학기 라서 요약 문 번 중간 번 기말 번 내 패스 됐 어요
45,11350,0,20,임홍태,100,3,동양고전강독1,1950606,0,-1,시험 칠 때는 어떤지 모르겠지만 암튼 꿀 빨았습니다,시험,1,1.0,시험 칠 어떤지 모르 겠 지만 암튼 꿀 빨 았
46,11354,0,20,임홍태,100,5,동양고전강독1,1950606,0,-1,과제가 총 3개라서 가장 편했던 강독이었습니다,과제,1,1.0,과제 총 개 라서 가장 편했 던 강독
47,11359,1,19,임홍태,100,7,동양고전강독1,1950606,0,-1,싸강 한 번도 안밀리고 제때제때 들으면서 강의요약수필로 씀,수업,1,0.0,싸 강 번 도 안 밀리 제때 제때 들으면서 강의 요약 수필 로 씀
48,5282,1,20,최충범,100,6,호텔경영론,2100064,0,-1,강의력도 좋으세요,수업,1,1.0,강의 력 도 좋 으세요
49,5281,1,20,최충범,100,6,호텔경영론,2100064,0,-1,"인터넷 강의여서 현장 수업 분위기는 잘 모르겠지만, 현장 수업도 들어보고 싶을만큼 좋았습니다",수업,1,1.0,인터넷 강의 여서 현장 수업 분위기 잘 모르 겠 지만 현장 수업 도 어 싶 만큼 좋 았
50,5280,1,20,최충범,100,6,호텔경영론,2100064,0,-1,교수님 정말 좋으세요,교수,1,1.0,교수 님 정말 좋 으세요
51,5279,1,20,최충범,80,5,호텔경영론,2100064,0,-1,몸이 편찮으셨음에도 수업진도 나가는 열정이 돋보임 수업에 많은 노력을 부으신듯하다,수업,1,1.0,몸 편찮 으셨 도 수업 진도 나가 열정 돋 보임 수업 많 노력 부으신 듯 다
52,5278,1,20,최충범,100,4,호텔경영론,2100064,0,-1,갓갓갓수업이 간결해서 요점만 가르쳐주시는 느낌 강의가 재밌다고 느낀건 이번이 처음,수업,1,1.0,갓 갓 갓 수업 간결 해서 요점 만 가르쳐 시 느낌 강의 재밌 다고 느낀 건 이번 처음
53,5276,2,20,최충범,100,3,호텔경영론,2100064,0,-1,학점도 잘주시고 교안도 괜찮았,학점,1,1.0,학점 도 잘 시 교안 도 괜찮 았
54,11360,1,19,임홍태,100,7,동양고전강독1,1950606,0,-1,그리고 그 수필로 쓴 요약 보면서 강의요약문 써서 제출함,수업,1,0.0,그리고 수필 로 쓴 요약 면서 강의 요약 문 써서 제출
55,11370,0,20,오혜미,80,1,창업의이론과실제,2022697,0,-1,강의 내용을 너무 돌려 쓰는 경향이 있음,수업,1,-1.0,강의 내용 너무 돌려 쓰 경향
56,11434,4,20,이유진,20,17,서양고전강독3,2100196,0,-1,싶을정도로 웬만한 전공강의보다 더 빡셈 쓰니는 실제로 전공보다 이게 더 빡셌,수업,1,-1.0,싶 정도 로 웬만 전공 강의 보다 더 빡 셈 쓰 니 실제로 전공 보다 이게 더 빡 셌
57,5246,0,20,문혜정,80,0,SFM 딥러닝기반빅데이터분석기초,2100061,0,-1,데이터 분석하고 보고서 쓰는건데 시간도 많이 걸리고 여러모로 어렵기도해서 중간에 드랍한 학생이 좀 많았어요,시험,1,-1.0,데이터 분석 고서 쓰 건데 시간 도 많이 걸리 여러모로 어렵 기 도 해서 중간 드 랍 학생 좀 많 았 어요
58,11435,4,20,이유진,20,17,서양고전강독3,2100196,0,-1,정신적으로 너무 힘들었음이 강의로 다시는 고전강독강의는 신청하지 말아야지 다짐하게됨,수업,1,-1.0,정신 적 으로 너무 힘들 강의 로 다시 고전 강독 강의 신청 아야지 다짐 게 됨
59,5220,0,19,김민정,100,2,외식산업경영론,1788355,0,-1,시험도 어렵지않고 좋습니다,시험,1,1.0,시험 도 어렵 좋
60,5219,0,19,김민정,100,2,외식산업경영론,1788355,0,-1,과제도 발표한번,과제,1,0.0,과제 도 발표 한번
61,5218,0,19,김민정,100,2,외식산업경영론,1788355,0,-1,"교수님이 되게 친절하시고, 재밌어요",교수,1,1.0,교수 님 되게 친절 시 재밌 어요
62,11491,15,20,이유진,20,46,서양고전강독3,2100196,0,-1,0점 이 없어서 1점입니다  도망가세요 시험쳐서 패스하는게 훨씬 낫습니다,시험,1,-1.0,점 어서 점 입니다 도망가 시험 쳐서 패스 게 훨씬 낫
63,11493,29,20,이유진,20,47,서양고전강독3,2100196,0,-1,대체 어차피 고강 졸업요건이라패스하려고 듣는건데 왜 고강들끼리 합의해서과제양이랑 난이도 조절안하는지모르겠음,과제,1,-1.0,대체 어차피 고강 졸업 요건 라 패스 려고 듣 건데 왜 고강 끼리 합의 해서 과제 양 이랑 난 도 조절 안 는지 모르 겠
64,11494,29,20,이유진,20,47,서양고전강독3,2100196,0,-1,앵간하면 다른 과제 적은 고강듣길,과제,1,0.0,앵 간 면 다른 과제 적 고강 듣 길
65,11498,0,20,이태하,100,3,서양고전강독3,537153,0,-1,걱정할 필요가 없는 내 최고의 강의♥,수업,1,1.0,걱정 할 필요 내 최고 의 강의
66,5214,0,20,김민정,100,0,외식산업경영론,1788355,0,-1,교수님이 외식산업 종사 경험이 있으셔서 사소하게 이런 저런 이야기도 해주시고 친절하시고,교수,1,1.0,교수 님 외식 산업 종사 경험 으셔서 사소 게 이런 저런 이야기 도 해 시 친절 시
67,5210,0,19,유승석,60,2,조리원리,1080548,0,-1,시험 외울 건 많은데 문제가 어렵진 않음,시험,1,0.0,시험 외울 건 많 은데 문제 어렵 진
68,11499,0,20,이태하,100,4,서양고전강독3,537153,0,-1,강의 요약문만 착실히 썼다면 쉽게 패스가능 강의도 20분 내외임,수업,1,1.0,강의 요약 문 만 착실히 썼 다면 쉽 게 패스 가능 강의 도 분 내 외임
69,11503,2,20,이태하,100,6,서양고전강독3,537153,0,-1,과제도 적고,과제,1,1.0,과제 도 적
70,11504,2,20,이태하,100,6,서양고전강독3,537153,0,-1,"시험도 코로나라 그런지는 모르겠으나, 평소 요약문 잘 적어두었으면 그거 한번 보고 하면 됨",시험,1,1.0,시험 도 코 로 나라 그런지는 모르 겠 으나 평소 요약 문 잘 적 어 두 으면 그거 한번 면 됨
71,11506,1,20,이태하,60,7,서양고전강독3,537153,0,-1,나쁘지 않은데 수업을 판서로 하심,수업,1,0.0,나쁘 은데 수업 판서 로 하심
72,11510,1,15,이태하,100,9,서양고전강독3,537153,0,-1,서양 4권 고전 인증을 해주는데 요약문 쓰고 시험보면 됨,시험,1,0.0,서양 권 고전 인증 해 는데 요약 문 쓰 시험 면 됨
73,11513,1,19,이태하,80,10,서양고전강독3,537153,0,-1,그래도 시험은 요약문 작성만 잘 하면 쉽게 통과할 수 있습니다,시험,1,1.0,그래도 시험 요약 문 작성 만 잘 면 쉽 게 통과 할
74,5206,0,19,유승석,80,0,조리원리,1080548,0,-1,딱 열심히 한 만큼 나오는 수업입니다,수업,1,0.0,딱 열심히 만큼 나오 수업 입니다
75,5204,0,19,유승석,80,0,조리원리,1080548,0,-1,교수님이 강조하시는 내용 위주로 공부하시면 수월합니다,교수,1,0.0,교수 님 강조 시 내용 위주 로 공부 시 면 수월 합니다
76,5201,0,18,이충훈,100,5,호텔관광산업의이해,536261,0,-1,과제 많이 어려운데 그만큼 배우는게 많,과제,1,0.0,과제 많이 어려운데 그만큼 배우 게 많
77,5200,0,18,이충훈,100,5,호텔관광산업의이해,536261,0,-1,과제는 팀플이라 팀원 잘 만나야됌 학기초에 잘 살펴보고 좋은 팀원이랑 함께해라 꼭,과제,1,0.0,과제 팀 플 라 팀원 잘 만나 야 됌 학기 초 잘 살펴보 좋 팀원 이랑 함께 해라 꼭
78,5197,0,18,이충훈,100,5,호텔관광산업의이해,536261,0,-1,영어 수업이라 부담될수있는데  영어도 쉬운 영어 하셔서 알아듣기 수월함,수업,1,1.0,영어 수업 라 부담 될 는데 영어 도 쉬운 영어 셔서 알아듣 기 수월
79,5196,0,18,이충훈,100,5,호텔관광산업의이해,536261,0,-1,교수님 너무 좋으신분,교수,1,1.0,교수 님 너무 좋 으신 분
80,5193,0,18,이충훈,80,4,호텔관광산업의이해,536261,0,-1,교수님이 좋으신 분인건 확실함,교수,1,1.0,교수 님 좋 으신 분 인 건 확실
81,5192,0,16,이충훈,100,3,호텔관광산업의이해,536261,0,-1,강의 자체가 이해하기 쉽고 설명도 눈높이에 맞춤,수업,1,1.0,강의 자체 이해 기 쉽 설명 도 눈높이 맞춤
82,5191,0,20,이충훈,100,2,호텔관광산업의이해,536261,0,-1,그리고 강의 내용도 어렵지 않고 우리가 원래 알던 상식에서 용어들만 더 추가되는 느낌이라 재밌어요,수업,1,1.0,그리고 강의 내용 도 어렵 원래 알 던 상식 에서 용어 만 더 추가 느낌 라 재밌 어요
83,5189,0,20,이충훈,100,2,호텔관광산업의이해,536261,0,-1,강의 너무 좋았어요 진심,수업,1,1.0,강의 너무 좋 았 어요 진심
84,5221,1,19,김민정,100,3,외식산업경영론,1788355,0,-1,친절하시고 시험도 변별력있고 성의있게 문제 출제하십니다성실한 학생이라면 충분히 a 받을 수 있습니다,시험,1,1.0,친절 시 시험 도 변별력 성 의 게 문제 출제 십니다 성실 학생 라면 충분히 받
85,11487,7,20,이유진,20,43,서양고전강독3,2100196,0,-1,"과제 유사도 검사 프로그램도 작동이 되지 않고 있는데 무조건 학생탓, 개선할 생각은 없고 다시 해보라고만 하고 그냥 답이 없음",과제,1,-1.0,과제 유사 도 검사 프로그램 도 작동 는데 무조건 학생 탓 개선 할 생각 다시 해 라고 만 그냥 답
86,11483,8,20,이유진,20,41,서양고전강독3,2100196,0,-1,학생들을 힘들게하려면 어떻게 해야할까 항상 고민하는 교수님의 모습을 볼 수 있음,교수,1,-1.0,학생 힘들 게 려면 어떻게 해야 할까 항상 고민 교수 님 의 모습 볼
87,11478,9,20,이유진,20,38,서양고전강독3,2100196,0,-1,얼른가 얼른 훠이훠이  4권 읽고 시험칠바엔  그냥 시험쳐서 패스한다,시험,1,-1.0,얼른 얼른 훠이훠이 권 읽 시험 칠 바 엔 그냥 시험 쳐서 패스 한다
88,11437,1,20,이유진,20,19,서양고전강독3,2100196,0,-1,^^처음엔 교수님이 힘드신가보다 했는데 그냥 교수님이 예민한 듯,교수,1,-1.0,처음 엔 교수 님 힘드 신가 다 했 는데 그냥 교수 님 예민 듯
89,5244,0,20,문혜정,80,0,SFM 딥러닝기반빅데이터분석기초,2100061,0,-1,이건 수업만 잘 들으면 어렵지 않아요,수업,1,0.0,이건 수업 만 잘 들으면 어렵
90,11441,5,20,이유진,20,21,서양고전강독3,2100196,0,-1,쓰레기같은 수업,수업,1,-1.0,쓰레기 수업
91,11443,5,20,이유진,20,21,서양고전강독3,2100196,0,-1,시험도 제출하고 다시보면 공지 또 수정하고,시험,1,-1.0,시험 도 제출 다시 면 공지 또 수정
92,5242,0,20,문혜정,80,0,SFM 딥러닝기반빅데이터분석기초,2100061,0,-1,"이번학기는 비대면이라 학점 엄청 잘주셨는데 비대면이었던 앱설계에서는 기준을 모르게 성적을 주셨던 분이라 , 대면될 땐 어떨지 모르겠네요",학점,1,0.0,이번 학기 비 대면 라 학점 엄청 잘 셨 는데 비 대면 던 앱 설계 에서 기준 모르 게 성적 셨 던 분 라 대 면 될 땐 어떨지 모르 겠 네요
93,5241,0,20,문혜정,80,0,SFM 딥러닝기반빅데이터분석기초,2100061,0,-1,워낙 강의가 문과생에게 생소한걸 배우는거라 질문이 많이 생길수밖에 없어요,수업,1,-1.0,워낙 강의 문과 생 에게 생소 걸 배우 거 라 질문 많이 생길 밖에 어요
94,5240,0,20,문혜정,80,0,SFM 딥러닝기반빅데이터분석기초,2100061,0,-1,전 학기에 대면할때는 매 수업마다 질문하기가 쉬웠는데 이번에는 비대면이어서 질문하기 어렵더라구요,수업,1,0.0,전 학기 대면 할 매 수업 마다 질문 기 쉬웠 는데 이번 비대 면 이어서 질문 기 어렵 더라구요
95,5239,0,20,문혜정,80,0,SFM 딥러닝기반빅데이터분석기초,2100061,0,-1,이번 학기는 비대면이라 더 쉬운면도 어려운면도 있는 강의였습니다,수업,1,0.0,이번 학기 비 대면 라 더 쉬운 면 도 어려운 면 도 강의
96,5238,1,19,류기상,20,0,외식경영통계,1080555,0,-1,시험범위도 매우 추상적이라 최악이였습니다,시험,1,-1.0,시험 범위 도 매우 추상 적 라 최악
97,11446,7,20,이유진,100,22,서양고전강독3,2100196,0,-1,서양고전강독3 과제수준 실화냐,과제,1,0.0,서양 고전 강독 과제 수준 실화 냐
98,11448,7,20,이유진,100,22,서양고전강독3,2100196,0,-1,진짜 이 교수님은 전설이다,교수,1,0.0,진짜 교수 님 전설 다
99,11450,5,20,이유진,20,23,서양고전강독3,2100196,0,-1,새내기분들은 참고하세요서고강 들을거면 갓태하 교수님 >>>>>>>>>>>>>>>>>>> (굳이 정하자면)박은미 교수님 >= 이유진 교수님입니다,교수,1,0.0,새내 기분 참고 서 고강 거 면 갓 태하 교수 님 굳이 정하 자면 박은미 교수 님 이유진 교수 님 입니다
100,5297,0,19,안영주,60,1,호텔경영론,1788335,0,-1,꿀인듯 꿀아닌 꿀같은 수업,수업,1,0.0,꿀 인 듯 꿀 아닌 꿀 수업
101,11455,2,20,이유진,20,25,서양고전강독3,2100196,0,-1, 걍 노답 강의,수업,1,-1.0,걍 노 답 강의
102,11458,2,20,이유진,20,25,서양고전강독3,2100196,0,-1,이 강의 철회한 사람이 5점 받아가야함,수업,1,-1.0,강의 철회 점 받 아 야
103,11464,6,20,이유진,20,28,서양고전강독3,2100196,0,-1,30줄을 요약해야 하는데 안그래도 한정적인걸 이건 뭐 소설을 쓰라는 건가  걍 시험치는게 정신건강에 이로울듯,시험,1,-1.0,줄 요약 해야 는데 안 그래도 한정 적 인 걸 이건 뭐 소설 쓰 라는 건가 걍 시험 치 게 정신 건강 이로울 듯
104,11473,5,20,이유진,20,36,서양고전강독3,2100196,0,-1,생각한 적 있으면 진짜 반성하세요 지금까지 대학생활 하면서 들은 강의 중 최악 중 최악 중 최악입니다,수업,1,-1.0,생각 적 으면 진짜 반성 지금 까지 대학 생활 면서 강의 중 최악 중 최악 중 최악 입니다
105,11474,5,20,이유진,20,36,서양고전강독3,2100196,0,-1,제발 부탁 드려요 제발 듣지 마세요 차라리 시험 보세요 절대 듣지 마세요,시험,1,-1.0,제발 부탁 드려요 제발 듣 마세요 차라리 시험 절대 듣 마세요
106,5233,0,19,정장호,100,1,주류학,1080505,0,-1,"맥주, 와인, 위스키, 브랜디, 보드카, 진, 럼, 데킬라에 대해서 많이 배울 수 있었고 교수님도 정말 친절하시고 잘 가르쳐주십니다",교수,1,1.0,맥주 와인 위스키 브랜디 보드카 진 럼 데 킬라 대해서 많이 배울 교수 님 도 정말 친절 시 잘 가르쳐 십니다
107,5231,0,19,정장호,100,1,주류학,1080505,0,-1,책 한권 플러스 책만한 두께의 제본한 프린트로 진도를 나가셔서 양이 적은 편은 아닙니다,과제,1,-1.0,책 권 플러스 책 만 두께 의 제본 프린트 로 진도 나가 셔서 양 적 편 아닙니다
108,5229,0,20,정장호,60,0,주류학,1080505,0,-1,강의 올릴때 한번 보고 올리면 문제인걸 알텐데 그래도 12주차,수업,1,-1.0,강의 올릴 번 올리 면 문제 인 걸 알 텐데 그래도 주차
109,5228,0,19,김민정,80,4,외식산업경영론,1788355,0,-1,강의 마지막날에 조원평가를 하니 주의해 주세요,수업,1,0.0,강의 마지막 날 조원 평가 니 주의 해
110,5227,0,19,김민정,80,4,외식산업경영론,1788355,0,-1,팀플은 '외식기업의 프로세스 조사'였습니다,과제,1,0.0,팀 플 외식 기업 의 프로세스 조사
111,5225,0,19,김민정,80,4,외식산업경영론,1788355,0,-1,수업듣고 책펴면 뭐배웠는지 기억 안 나는 경우도,수업,1,-1.0,수업 듣 책 펴 면 뭐 배웠 는지 기억 안 경우 도
112,5224,0,19,김민정,80,4,외식산업경영론,1788355,0,-1,하지만 이 강의 자체의 내용 자체가 딱 떨어지는 내용이 아닙니다,수업,1,0.0,하지만 강의 자체 의 내용 자체 딱 떨어지 내용 아닙니다
