,Unnamed: 0,text,tokenized,pseudo_label
25,25,제대로 들어보면 배울 것도 많고 재밌는 강의  그러나 제대로 듣기가 힘든 강의,"['제대로', '배울', '재밌', '제대로', '듣', '힘든']",0.5893502
26,26,매우 졸림 과제는 번 있고 모든 과제가 수월하게 할 수 있는 과제는 아님 글 잘 쓰는거 좋아하심 그래도 열심히 하면 이상은 주심  시험도 수업시간 때 가르쳐주신 개념들 알고있으면 거의 다 적을 수 있고 몰라도 자신의 생각 논리적으로 말하면 점수 주시는 듯함,"['매우', '졸림', '모든', '수월', '할', '아님', '글', '쓰', '아', '심', '그래도', '열심히', '이상', '주심', '가르쳐', '신', '개념', '으면', '거의', '몰라도', '논리', '듯', '함']",0.64184374
27,27,최고의 교수님,['최고'],0.7732464
28,28,최고의 수업과제가 적지는 않다,['최고'],0.7732464
29,29,다만 열심히하면 다 감안해서 그에 상응하는 점수 주신다,"['다만', '열심히', '감안', '해서', '상응', '신다']",0.8102381
30,30,시험은 자기 생각을 논리적으로 쓰는게 중요,"['자기', '논리', '쓰', '중요']",0.40663248
31,31,교과서보단 생각을 중시하심,"['교과서', '보단', '중시', '심']",0.87164843
32,32,암튼 결론은 최고의 강의였다,"['암튼', '결론', '최고', '였']",0.6301861
33,33,중간은 받았는데 과제가 생각보다 잘 나와서 점수 잘 나옴 중간 기말도 중요하지만 중간중간 과제 잘 챙기는 것도 점수에 작용하는 것 같음 판례평석은 처음에는 감이 잘 안 잡히지만 하다보면 요령이 생김 글빨을 중요하게 생각하시고 무조건 늘어지는 문장보다는 짧게 요약하는 형식을 좋아하심 시험은 교재 볼 필요 없음,"['중간', '나와서', '나옴', '중간', '기말', '중요', '중간', '중간', '챙기', '작용', '판례', '평석', '처음', '감', '잡히', '요령', '생김', '글', '빨', '중요', '무조건', '늘어지', '문장', '짧', '요약', '형식', '아', '하심', '교재', '볼', '필요']",0.8164921
34,34,과제가 매우 많음,['매우'],0.30021885
35,35,레포트로  장인데 분량 미달이어도 내용 좋으면 점수 잘 주심,"['레포트', '장', '인데', '분량', '미달', '어도', '내용', '으면', '주심']",0.760949
36,36,평석과제 번인데 이게 제일 어려움,"['평석', '인데', '이게', '제일', '어려움']",0.2946717
37,37,아직까지 모르겠음,"['아직', '겠']",0.15615794
38,38,시험은 책에서 나오는게 아님,"['책', '아님']",0.17088887
39,39,교수님 강의 잘 들어야함,"['들어야', '함']",0.36230534
40,40,자기 판단을 시험에서 잘 서술하면 점수 잘 주심,"['자기', '판단', '서술', '주심']",0.2757836
41,41,교재가 있어도 딱히 시험에 많이 반영이 안됨,"['교재', '어도', '딱히', '많이', '반영', '됨']",0.5788981
42,42,특히 기말은 올 사례형,"['특히', '기말', '올', '사례', '형']",0.4750137
43,43,과제가 점수에 딱히 작용을 하지않음 절대,"['딱히', '작용', '절대']",0.13286689
44,44,생각보다학점잘줌 시험잘보되 글빨좀있어야함중간잘봐도기말망치면 ㄹㅇ 훅떨어지니 조심수업은 사례를 많이들어주심그거다적으시고보세요기본적인개념은 다익히시고,"['줌', '글', '빨', '어야', '함', '중간', '봐도', '기말', '망치', 'ㄹ', 'ㅇ', '훅', '떨어지', '니', '조심', '사례', '많이', '심', '그거', '으시', '세요', '기본', '인', '개념', '익히']",0.44754067
45,45,과제 평가불가     받았지만 중간 기말만 잘보면 에이플줌 수능 사탐 법과 정치했다면 수업시간에 잠만 자고 시험봐도 에이플나옴 솔직히 강의와 책에서 시험 별로 안나온다고 봐도됨 쓸때 없이 과제에 힘줄 필요없음,"['평가', '불가', '중간', '기말', '에이', '플', '줌', '수능', '사탐', '법', '정치', '다면', '잠', '자', '봐도', '에이', '플', '나옴', '솔직히', '책', '별로', '나온다고', '봐도', '됨', '쓸', '없이', '힘줄', '필요']",0.18873283
46,46,내가 배울때만해도     식으로 주셨는데 요즘은 어쩌러나,"['배울', '해도', '식', '셨', '요즘', '어쩌', '러']",0.23183185
47,47,정말 잘 가르쳐주시고 학생들의 의견을 하나하나 들어주시려는 노력이 인상깊었던 수업이었습니다,"['정말', '가르쳐', '학생', '의견', '하나하나', '려는', '노력', '인상깊', '던']",0.962758
48,48,과제도 너무 간단해서 거의 없는거나 마찬가지였습니다,"['너무', '간단', '해서', '거의', '마찬가지', '였']",0.72875786
49,49,모든 게 다 좋은데 시험에서 요구하는 양이 조금많은 느낌교수님이 수업도 잘 하시고 피드백 빠르고 친절하심지금까지 본 교수님 중 제일 갓갓갓시험이 어렵다는 점에서 점 드리지만 대학 수업이라는본질적 측면에서는 점인거 같습니다,"['모든', '은데', '요구', '양', '조금', '느낌', '피드백', '빠르', '친절', '심', '본', '제일', '갓', '갓', '갓', '어렵', '다는', '드리', '대학', '라는', '본질', '측면', '인']",0.99116516
50,50,다른 수업들과 비교했을 때 가장 고퀄리티의 강의였는데  학생들 의견을 가장 적극적으로 듣고자 하셨음 교수님께서 최대한 학생들 편의를 봐주시려 하시고 설명도 잘 해주셔서 강의 내용을 잘 이해할 수 있었음 과제도 다 자신의 생각 적는 과제근데 시험은 뭔가 한 번도 해본 적 없는 유형의 문제라 난 좀 어려웠음,"['비교', '가장', '퀄리티', '였', '학생', '의견', '가장', '적극', '듣', '고자', '셨', '최대한', '학생', '편의', '봐', '려', '설명', '해', '셔서', '내용', '이해', '할', '근데', '뭔가', '해', '본', '유형', '라', '난', '어려웠']",0.9856005
51,51,교수님께서 시험 전에 어떻게 작성해야 하는지 양식을 알려주시지만 시험 시간 안에 다 작성해서 내기엔 시간이 좀 부족하다고 느껴진 그래도 최대한 열심히 써서 내면 교수님께서 학점 잘 주심 또 시험 보기 전에 그 양식대로 쓰는 걸 연습해보면서 얻은 것도 많다고 생각함 이번 학기 가장 만족스러운 수업,"['어떻게', '작성', '해야', '는지', '양식', '알려', '작성', '해서', '엔', '부족', '다고', '느껴진', '그래도', '최대한', '열심히', '써서', '주심', '양식', '대로', '쓰', '걸', '연습', '해', '면서', '얻', '다고', '함', '이번', '학기', '가장', '만족', '스러운']",0.9413898
52,52,얻어가는게 많은 수업입니다,"['얻', '입니다']",0.7560035
53,53,점수 학점을 떠나서 헌법에 관하여 지식을 얻고 생각의 힘을 기를 수 있는 수업이라서 좋아요,"['떠나', '서', '헌법', '관하', '여', '지식', '얻', '힘', '기를', '라서', '아요']",0.9557132
54,54,교수님께서 항상 학생의 입장에서 수업준비를 하시려는게 느껴질 정도로 수업 준비도 꼼꼼하시고 설명도 이해하기 쉽게 해주십니다,"['항상', '학생', '입장', '준비', '려는', '느껴질', '준비', '꼼꼼', '설명', '이해', '쉽', '해', '십니다']",0.9674139
55,55,매학기 수업 첫시간에는 과제로 수업에 바라는 점들을 제출하라고 하시는데 학생들의 의견을 최대한 반영하여서 수업을 준비하세요,"['매', '학기', '첫', '바라', '제출', '라고', '학생', '의견', '최대한', '반영', '여서', '준비', '세요']",0.9085963
56,56,이번학기가 사이버강의였음에도 불구하고 전자패드로 필기까지 하시면서 학생들에게 최대한 쉽게 내용을 전달하시려는 모습에 감동받았습니다,"['이번', '학기', '사이버', '였음에도', '불구', '전자', '패드', '필기', '면서', '학생', '최대한', '쉽', '내용', '전달', '려는', '모습', '감동']",0.98482877
57,57,그리고 시험은 문제해결능력을 중점으로 보는 문제가 출제가 되지만 최대한 열심히 공부한만큼  작성하면 좋은 성적 받을 수 있어요,"['해결', '능력', '중점', '출제', '최대한', '열심히', '공부', '작성', '성적', '어요']",0.9174024
58,58,특히 중간고사의 경우 모든 시험지마다 교수님이 점수 부여기준이랑 평가에 대하여 글을 써서 메일로 보내주셔서 기말 준비하는 데 도움이 되었습니다,"['특히', '중간고사', '모든', '시험지', '마다', '부여', '기준', '이랑', '평가', '여', '글', '써서', '메일', '보내', '셔서', '기말', '준비', '도움']",0.8859787
59,59,모르는 질문도 메일로 보내면 상세하게 설명해주세요,"['질문', '메일', '보내', '상세', '설명', '해', '세요']",0.82762194
60,60,법학부 교수님들 중 정말 최고입니다,"['법', '학부', '정말', '최고', '입니다']",0.95355797
61,61,갓갓갓 그저 갓수업준비 시험준비 뭐 하나 대충하시는 일이 없으신듯온라인이라 걱정 그런거 필요도없음오프라인수업도 좋기로 소문난 교수님인데온라인되니 학생들 불안할까봐 더 열심히 하시는듯특히 시험문제보고 감탄함 혹시모를 부정행위까지 싹 다 감안한 시험문제에 정말 감탄함,"['갓', '갓', '갓', '그저', '갓', '준비', '준비', '뭐', '대충', '으신', '듯', '온라인', '라', '걱정', '필요', '오프라인', '소문난', '인데', '온라인', '니', '학생', '불안', '할까봐', '열심히', '듯', '특히', '보고', '감탄', '함', '혹시', '모를', '부정행위', '싹', '감안', '정말', '감탄', '함']",0.984532
62,62,이번 학기에 제일 만족스러웠던 강의과제도 학생들 생각을 들어보고자 하는 느낌의 과제였고 전혀 어렵지 않고 그냥 본인의 생각을 적어내면 됩니다,"['이번', '학기', '제일', '만족', '스러웠', '던', '학생', '고자', '느낌', '였', '전혀', '어렵', '그냥', '본인', '됩니다']",0.70114887
63,63,과제보다 시험 잘 보는 게 중요합니다,"['중요', '합니다']",0.69626844
64,64,전 중간 그럭저럭 보고 비플받았는데 기말로 만회해서 에이플 받았네요,"['중간', '그럭저럭', '비플', '기말', '만회', '해서', '에이', '플', '네요']",0.7372044
65,65,교수님이 학생들의 얘기를 정말 잘 들어주시고 수업 내용도 이해하기 쉽게 설명 잘해주셨습니다,"['학생', '얘기', '정말', '내용', '이해', '쉽', '설명', '해', '셨']",0.91055256
66,66,정말학생들이 수업에 바라는 점 소감 그리고 강의의견까지 세심히 챙겨보시는 것 같더라구요,"['정말', '학생', '바라', '소감', '의견', '세심히', '챙겨', '더라구요']",0.96557903
67,67,강의의견 모든 글에 조회수   찍혀있는거 보고 진심으로 감탄했습니다,"['의견', '모든', '글', '조', '회수', '찍혀', '진심', '감탄']",0.10354376
68,68,강의의견 진짜 열심히 썼는데 쓴 보람이 있는 기분,"['의견', '진짜', '열심히', '썼', '쓴', '보람', '기분']",0.46949705
69,69,빛희정,"['빛', '희정']",0.88259065
70,70,성적은 만족스럽게 나오지는 않았지만 교수님이 하나하나 피드백도 잘해주시고 학생에 대해 애정도 많으시고 잘가르쳐 주신다 너무너무 멋있는 교수님,"['성적', '만족', '스럽', '하나하나', '피드백', '해', '학생', '대해', '애', '으시', '가르쳐', '신다', '너무너무', '멋있']",0.9939531
71,71,내용도 법의 기초인 헌법인 만큼 법학부 학생들한테는 재밌으리라고 생각합니다,"['내용', '법', '기초', '인', '헌법', '인', '법', '학부', '학생', '재밌', '으리라고', '합니다']",0.54329723
72,72,솔직히 성적이 엄청 잘 나오지는 않았지만 납득할 수 있는 수준으로 받았고  교수님도 워낙 피드백도 잘 받아주시고 노력하셔서 좋은 강의 들을 수 있었습니다,"['솔직히', '성적', '엄청', '납득', '할', '수준', '워낙', '피드백', '아', '노력', '셔서']",0.95074034
73,73,전공이 아닌 입장에서는 잘 모르겠지만 전공으로는 확실히 좋습니다,"['전공', '아닌', '입장', '겠', '전공', '확실히']",0.21523517
74,74,기본권 개념은 확실히 챙겨갈 수 있습니다,"['기본', '권', '개념', '확실히', '챙겨', '갈']",0.74733824
75,75,시험은 좀 어렵고 점수 받기도 쉬운건 아닌데 시험 전에 알려주신 범위에서만 나오고 과제도 거의 없는 수준이고 교수님 강의력 짱 좋으심,"['어렵', '쉬운', '건', '아닌데', '알려', '신', '범위', '거의', '수준', '력', '짱', '으', '심']",0.93629694
76,76,학점 잘주시고과제도 버겁지않고시험유형은 적응하면 할만함논술형목차잘쓰고 개념 정의 잘해주는게 중요함시험 직전에 정리해주심,"['버겁', '유형', '적응', '할', '함', '논술', '형', '목차', '쓰', '개념', '정의', '해', '중요', '함', '직전', '정리', '해', '주심']",0.9629003
77,77,과제도 안빡센거 많이 내주시고 교수님이 워낙 친절하시고 수업도 저는 너무 재미있어서 좋았던 수업이었어요,"['빡센', '많이', '내주', '워낙', '친절', '저', '너무', '재미있', '어서', '던', '어요']",0.92582595
78,78,시험도 항상 중간 기말 다 나오는거 집어주시고 시험은 솔직히 쉽지많은 않은데 교수님께서 얘기하시는거 그대로만 공부하면 성적도 잘나와요,"['항상', '중간', '기말', '솔직히', '쉽', '은데', '얘기', '그대로', '공부', '성적', '나와요']",0.7709892
79,79,중간은 서술형 문제 나왔고 기말은 서술형 문제 객관식 단답식 개 나왔습니다,"['중간', '서술', '형', '나왔', '기말', '서술', '형', '객관식', '단', '답', '식', '나왔']",0.41092038
80,80,서술형은 목차 정해서 목차대로만 잘 쓰면 돼요,"['서술형', '목차', '정해서', '목차', '대로', '쓰', '돼요']",0.8315767
81,81,조문 위주로 설명해주시며 특히 학생들이 어려워하는포인트를 정확하게 집어서 상세하게 알려주심과제 하나 빼먹었는데  받아서 그저 감사할 따름입니다시험도 크게 어렵지 않아서 법학부 수업 중에는 학점잘 따기 좋은 강좌 상위권에 들 것 같습니다,"['조문', '위주', '설명', '해', '며', '특히', '학생', '어려워하', '포인트', '정확', '어서', '상세', '알려', '심', '제', '빼먹', '아서', '그저', '감사', '할', '따름', '입니다', '어렵', '아서', '법', '학부', '따', '강좌', '상위', '권']",0.9770973
82,82,학생들이 어떻게 하면 이해하기 쉬울까 고민하고 강의를 준비하시는 느낌입니다,"['학생', '어떻게', '이해', '쉬울까', '고민', '준비', '느낌', '입니다']",0.46763176
83,83,교재도 안썼고 교수님이 직접 준비하신 교안으로  수업을 진행했는데교재보고 공부하기보단 조문을 중심으로 중요한 내용들을 이해하는게 먼저라고 하시던게 기억에 남네요,"['교재', '썼', '직접', '준비', '신', '교안', '진행', '교재', '보고', '공부', '보단', '조문', '중심', '중요', '내용', '이해', '먼저', '라고', '던', '기억', '남', '네요']",0.9035044
84,84,과제도 전혀 어렵지 않은 수준이었습니다,"['전혀', '어렵', '수준']",0.25628442
85,85,오픈북 시험이라 시험도 교안 중심으로 옮겨쓰거나 그런 것들 중심으로 나왔구요,"['오픈', '북', '라', '교안', '중심', '옮겨', '쓰', '거나', '중심', '나왔', '구요']",0.96600354
86,86,학점을 잘 주시는지는 잘 모르겠네요,"['는지', '겠', '네요']",0.12991562
87,87,전 나름 다 쓴 것 같은데 에이가 나와부려서 흑,"['나름', '쓴', '은데', '에이', '나와', '부려서', '흑']",0.3802771
88,88,교수님이 엄청 친절하고 좋으십니다,"['엄청', '친절', '으십니다']",0.807206
89,89,공부해야할 양이 많긴 했는데 과제도 간단한 레포트 정도였고 크게 힘들지 않았던 수업입니다,"['공부', '해야', '할', '양', '긴', '간단', '레포트', '였', '힘들', '던', '입니다']",0.8705745
90,90,온라인 기준교수님 정말 열심히 하심과제도 엄청 쉽고 다 좋은데 시험이 정말 너무 쉬워서 변별력 전혀 없었을듯,"['온라인', '기준', '정말', '열심히', '심', '제도', '엄청', '쉽', '은데', '정말', '너무', '쉬워서', '변별력', '전혀', '듯']",0.65793
91,91,내가 수업을 더 열심히 못들은게 죄송할 정도로 비대면 강의라 수업을 더 잘 진행하지 못해 죄송하다고 이메일을 보내주셨던 ㅠㅠㅠ교안 시험 공지 과제 등등 다 이메일로 보내주셨는데 굳이 교재 없어도 될 정도로 교안 충실하게 보내주셨고 교안 중심으로 설명도 이해하기 쉽게 해주셨어요,"['열심히', '못', '죄송', '할', '비대', '라', '진행', '못해', '죄송', '다고', '이메일', '보내', '셨', '던', 'ㅠㅠㅠ교안', '공지', '등등', '이메일', '보내', '셨', '굳이', '교재', '어도', '될', '교안', '충실', '보내', '셨', '교안', '중심', '설명', '이해', '쉽', '해', '셨', '어요']",0.80664283
92,92,처음엔 이게뭐지 해도 나중엔 아 이거구나,"['처음', '엔', '이게', '뭐', '해도', '나중', '엔', '아', '이거', '구나']",0.2629382
93,93,하는 생각 드는 시험도 괜찮았고,"['드', '괜찮']",0.29582316
94,94,강의 내용적인 부분이 부족해서가 아니라 뭔가 강의를 들으면서 느껴지는 분위기 같은 게 대면으로 교수님 보면서 했으면 더 좋았을 것 같다,"['내용', '인', '부분', '부족', '해서', '라', '뭔가', '들으면서', '느껴', '분위기', '대면', '면서', '으면']",0.43200645
95,95,하는 생각이 들게 만드는 강의였습니다,"['만드', '였']",0.48690307
96,96,교수님 완전 친절하고 좋으심모든 공지 교안파일 과제 시험점수를 메일로 보내주시니까 이메일 잘 확인하셈과제 개 내주시는데 걍 적당히 할만한정도임 시험은 객관식이 대부분인데 짧은서술개념적는거이랑 오엑스도 있음 시험이 좀 어려워서 에이쁠 받으려면 교안 꼼꼼히 봐야함보강때 교수님이 사주신 에그타르트랑 찹살떡 맛있었음,"['완전', '친절', '으', '심', '모든', '공지', '교안', '파일', '메일', '보내', '니까', '이메일', '확인', '셈', '내주', '걍', '적당히', '할', '임', '객관식', '대부분', '인데', '짧', '서술', '개념', '이랑', '엑스', '어려워서', '이쁠', '으려면', '교안', '꼼꼼히', '봐야', '함', '보강', '사', '신', '타르트', '랑', '찹', '떡', '맛있']",0.9759674
97,97,교수님 너무좋아요ㅠ 녹화강의인데도 세세하게 잘 가르쳐주시고,"['너무', '아요', 'ㅠ', '녹화', '인데', '세세', '가르쳐']",0.6052644
98,98,비대면인게 아쉬울정도ㅠㅠㅠ,"['비', '대면', '인', '아쉬울', 'ㅠㅠㅠ']",0.51186436
99,99,생각보다 할만했음 강의력도 타 법학과교수님들에 비해 괜찮았고자료가 많다는 건 귀찮지만 그래도 도움은 됐음,"['할만', '력', '타', '법학', '비해', '괜찮', '자료', '다는', '건', '귀찮', '그래도', '도움', '됐']",0.83970416
100,100,생각보다 점수 잘 안줌,['줌'],0.5059138
101,101,과제 엄청 많음,['엄청'],0.35125622
102,102,블랙보드에 강의자료 안떠서 안뜬다고 메일 보냈는데 교수님 컴퓨터에는 잘 뜬다고 계속 우기심,"['블랙', '보드', '자료', '떠서', '뜬다고', '메일', '보냈', '컴퓨터', '뜬다고', '계속', '우기', '심']",0.34142148
103,103,다른 컴퓨터에도 안뜨는데,"['컴퓨터', '뜨']",0.4142911
104,104,개인적으로 강의력 좋은지도 모르겠음,"['개인', '력', '은지', '겠']",0.22411951
105,105,쓸데없는것만 가르치고 필기만 엄청 하는 기분,"['쓸데없', '가르치', '필기', '엄청', '기분']",0.61766243
106,106,년부터 강의 시작하심,"['시작', '심']",0.70221865
107,107,검사장 출신으로 학구파 이지만 강의와 시험은 매우 하게 진행 됨,"['검사장', '출신', '학구파', '매우', '진행', '됨']",0.9312606
108,108,법학과 교수님들 중 제일 꿀임출튀 잡아내니 튀지마셈시험지를 회수 안하기 때문에 시험 스타일 알아두면 완전 도움 됨,"['법학', '제일', '꿀', '임', '출', '튀', '잡아내', '니', '튀', '마', '셈', '시험지', '회수', '스타일', '아', '완전', '도움', '됨']",0.9818659
109,109,알아서 잘 구하시길,"['아서', '구하', '길']",0.3402483
110,110,온라인강의 들었던거 기준일단 얼굴을 안보여주심 그냥 라디오 수업 교수님 얼굴 아직도 모름교안은 정말 잘 정리돼있어서 좋음 수업에 비해 교안만 보게되는게 많은 듯중간고사 대체과제  작년이랑 똑같은 문제 정보차이에 따라 성적 엄청 갈렸을듯기말고사 문제도 작년이랑 같음 정보력차이 개 심한듯,"['온라인', '던', '기준', '일단', '얼굴', '보여', '주심', '그냥', '라디오', '얼굴', '아직', '모름', '교안', '정말', '정리', '돼', '어서', '비해', '교안', '듯', '중간고사', '대체', '작년', '이랑', '똑같', '정보', '차이', '따라', '성적', '엄청', '갈렸', '듯', '기말고사', '작년', '이랑', '정보력', '차이', '심한', '듯']",0.3506772
111,111,강의시간에는 근로기준법하고 노동조합 및 노동조정법에 관해서 주요 부분에 관해서 자료 만들어서 강의해주시고 시험은 사례형으로 내시는데 저는 다른 시험방법보다 더 재밌더라구요,"['근로', '기준', '법', '노동조합', '및', '노동', '조정법', '관해서', '주요', '부분', '관해서', '자료', '어서', '해', '사례', '형', '저', '방법', '재밌', '더라구요']",0.90870863
112,112,찾고 직접 생각해야 합니다,"['찾', '직접', '해야', '합니다']",0.68931776
113,113,그리고 오픈북이에요,"['오픈', '북', '에요']",0.911968
114,114,실무적으로 어떤 부분이 중요하고 문제가 되는지 그런 부분은 다른 부분에 비해 좀더 자세히 알려주세요,"['실무', '부분', '중요', '는지', '부분', '부분', '비해', '자세히', '알려', '세요']",0.76227367
115,115,시험 너무 보기쉬워서  다들 잘봄 그래서 변별안되기에  중간으로 사실상 갈린다중간도 좀 많이쉬워차이로갈리는 조심,"['너무', '쉬워서', '봄', '그래서', '변별', '중간', '상', '갈린다', '중간', '많이', '쉬워', '차이', '갈리', '조심']",0.7474309
116,116,중간고사는 레포트대체,"['중간고사', '레포트', '대체']",0.5635265
117,117,기말고사는 오픈북 시험과제는 한개정도 출튀하는 사람 넘 많아서 나중에 강의실 텅텅비어서 민망할 정도,"['기말고사', '오픈', '북', '출', '튀', '넘', '아서', '나중', '강의실', '텅', '텅비', '어서', '민망', '할']",0.8398075
118,118,기말고사는 오픈북인 대신에 범위가 따로 없었고 전자기기교과서교과서 외 모든 책 노트 등등 다 허용 됐어요,"['기말고사', '오픈', '북인', '대신', '범위', '따로', '전자', '기기', '교과서', '교과서', '외', '모든', '책', '노트', '등등', '허용', '됐', '어요']",0.842834
119,119,재교수님 이번학기 개혜자였음ㅇㅇ 안들었으면 땅을 치고 후회할듯,"['재', '이번', '학기', '혜자', '였', 'ㅇㅇ', '으면', '땅', '치', '후회', '할', '듯']",0.79420733
120,120,과제는 다섯번 다 빡빡하게 판례평석 위주로 내주심몰아서 내주는 일은 없음시험은 사례 위주수업방식 안맞으면 한없이 안맞고 잘 맞으면 시험도 잘 볼수있는 강의인듯,"['다섯', '빡빡', '판례', '평석', '위주', '주심', '몰', '아서', '사례', '위주', '방식', '맞', '으면', '한없이', '맞', '맞', '으면', '볼', '인', '듯']",0.742968
121,121,학점이 남아돌아 주체할수 없다면 선택하길,"['남아돌', '아', '주체', '할', '다면', '선택', '길']",0.31243828
122,122,선택하지 마시오,"['선택', '마시']",0.5421392
124,124,갓 재교교수님,"['갓', '재교']",0.9141071
125,125,교수님과 성향이 잘 맞으면 학점 받기는 매우 쉬움,"['성향', '맞', '으면', '매우', '쉬움']",0.47457832
126,126,본인은 공부 전날에 책 한번 읽고 개념으로 사례형 연습만 하고 에이플 받음 다만 교수님 수업 스타일이나 시험 성향이 안맞는 학우들한테는 평이 극악,"['본인', '공부', '전날', '책', '읽', '개념', '사례', '형', '연습', '에이', '플', '다만', '스타일', '성향', '맞', '학우', '평이', '극악']",0.23842254
127,127,  니 잘 선택하시길,"['니', '선택', '길']",0.49896577
128,128,나름대로 원리위주로 잘 강의해주세요,"['나름', '대로', '원리', '위주', '해', '세요']",0.7323429
129,129,법과목에서 읽으면서 강의안하고 잘 조목조목 강의해주시는 교수님은 드물어요,"['법', '과목', '읽', '으면서', '조목조목', '해', '드물', '어요']",0.7652599
