,url_id,sentence,aspect
29,535020,['글쓰기 양늘려서 잘 쓰는 사람에게는 문제 없고 성의만 있으면 에이쁠 주시는 것 같음수업 시간에 말한 사례위주로 공부하면 성적 나쁘지 않게 나옴'],teaching
30,535020,['교재는 정말 필요없음 당연히 시험문제에도 그닥 영향 안 줌교수님이 수업전에 따로 호명하시면서 눈 마주치심수업 내용은 좋은데 과제가 많이 빡셈 내용이 빡세다기보다는 분량을 채우기 힘든게 큼'],professor
31,535020,['교재는 정말 필요없음 당연히 시험문제에도 그닥 영향 안 줌교수님이 수업전에 따로 호명하시면서 눈 마주치심수업 내용은 좋은데 과제가 많이 빡셈 내용이 빡세다기보다는 분량을 채우기 힘든게 큼'],task
32,535020,['교재는 정말 필요없음 당연히 시험문제에도 그닥 영향 안 줌교수님이 수업전에 따로 호명하시면서 눈 마주치심수업 내용은 좋은데 과제가 많이 빡셈 내용이 빡세다기보다는 분량을 채우기 힘든게 큼'],test
33,535020,['교재는 정말 필요없음 당연히 시험문제에도 그닥 영향 안 줌교수님이 수업전에 따로 호명하시면서 눈 마주치심수업 내용은 좋은데 과제가 많이 빡셈 내용이 빡세다기보다는 분량을 채우기 힘든게 큼'],teaching
34,535020,['일단 법학부 수업 중 재밌습니다.'],teaching
35,535020,['그리고 열공한다면 성적 또한 뒷따름이 분명합니다'],gpa
36,535020,['교재 꼼꼼히 안읽어도 교수님 강의 녹음해놨다가 시험기간 전에 한번 들어보기만 하면 시험은 어렵지 않게 풀 수 있음'],professor
37,535020,['교재 꼼꼼히 안읽어도 교수님 강의 녹음해놨다가 시험기간 전에 한번 들어보기만 하면 시험은 어렵지 않게 풀 수 있음'],test
38,535020,['교재 꼼꼼히 안읽어도 교수님 강의 녹음해놨다가 시험기간 전에 한번 들어보기만 하면 시험은 어렵지 않게 풀 수 있음'],teaching
39,535020,"['문제 대부분은 직접 평결 내리는 형식임', '한 학기에 과제 네번이었는데 다 A4 4장이 최소 분량임 그런데 분량 안채워도 내용만 애 쓴 티 나면 점수 잘 주시고 피드백이 있어서 좋음']",task
40,535020,"['제대로 들어보면 배울 것도 많고 재밌는 강의  그러나 제대로 듣기가 힘든 강의', '매우 졸림 과제는 5번 있고 모든 과제가 수월하게 할 수 있는 과제는 아님 글 잘 쓰는거 좋아하심 그래도 열심히 하면 A이상은 주심  시험도 수업시간 때 가르쳐주신 개념들 알고있으면 거의 다 적을 수 있고 몰라도 자신의 생각 논리적으로 말하면 점수 주시는 듯함']",task
41,535020,"['제대로 들어보면 배울 것도 많고 재밌는 강의  그러나 제대로 듣기가 힘든 강의', '매우 졸림 과제는 5번 있고 모든 과제가 수월하게 할 수 있는 과제는 아님 글 잘 쓰는거 좋아하심 그래도 열심히 하면 A이상은 주심  시험도 수업시간 때 가르쳐주신 개념들 알고있으면 거의 다 적을 수 있고 몰라도 자신의 생각 논리적으로 말하면 점수 주시는 듯함']",test
42,535020,"['제대로 들어보면 배울 것도 많고 재밌는 강의  그러나 제대로 듣기가 힘든 강의', '매우 졸림 과제는 5번 있고 모든 과제가 수월하게 할 수 있는 과제는 아님 글 잘 쓰는거 좋아하심 그래도 열심히 하면 A이상은 주심  시험도 수업시간 때 가르쳐주신 개념들 알고있으면 거의 다 적을 수 있고 몰라도 자신의 생각 논리적으로 말하면 점수 주시는 듯함']",teaching
43,535020,"['최고의 교수님', '최고의 수업.과제가 적지는 않다.']",professor
44,535020,"['최고의 교수님', '최고의 수업.과제가 적지는 않다.']",task
45,535020,"['최고의 교수님', '최고의 수업.과제가 적지는 않다.']",teaching
46,535020,['시험은 자기 생각을 논리적으로 쓰는게 중요.'],test
47,535020,"['교과서보단 생각을 중시하심', '암튼 결론은 최고의 강의였다.']",teaching
48,535020,['중간은 B+받았는데 과제가 생각보다 잘 나와서 점수 잘 나옴 중간 기말도 중요하지만 중간중간 과제 잘 챙기는 것도 점수에 작용하는 것 같음'],task
49,535020,['중간은 B+받았는데 과제가 생각보다 잘 나와서 점수 잘 나옴 중간 기말도 중요하지만 중간중간 과제 잘 챙기는 것도 점수에 작용하는 것 같음'],test
50,535020,['판례평석은 처음에는 감이 잘 안 잡히지만 하다보면 요령이 생김 글빨을 중요하게 생각하시고 무조건 늘어지는 문장보다는 짧게 요약하는 형식을 좋아하심 시험은 교재 볼 필요 없음'],test
51,535020,['과제가 매우 많음.'],task
52,535020,"['레포트로 a4 4장인데 분량 미달이어도 내용 좋으면 점수 잘 주심', '평석과제 2번인데 이게 제일 어려움', '아직까지 모르겠음.']",task
53,535020,"['시험은 책에서 나오는게 아님', '교수님 강의 잘 들어야함.']",professor
54,535020,"['시험은 책에서 나오는게 아님', '교수님 강의 잘 들어야함.']",test
55,535020,"['시험은 책에서 나오는게 아님', '교수님 강의 잘 들어야함.']",teaching
56,535020,['자기 판단을 시험에서 잘 서술하면 점수 잘 주심.'],test
57,535020,"['교재가 있어도 딱히 시험에 많이 반영이 안됨', '특히 기말은 올 사례형', '과제가 점수에 딱히 작용을 하지않음']",task
58,535020,"['교재가 있어도 딱히 시험에 많이 반영이 안됨', '특히 기말은 올 사례형', '과제가 점수에 딱히 작용을 하지않음']",test
59,535020,['생각보다학점잘줌 시험잘보되 글빨좀있어야함중간잘봐도기말망치면 ㄹㅇ 훅떨어지니 조심!수업은 사례를 많이들어주심그거다적으시고보세요기본적인개념은 다익히시고'],test
60,535020,['생각보다학점잘줌 시험잘보되 글빨좀있어야함중간잘봐도기말망치면 ㄹㅇ 훅떨어지니 조심!수업은 사례를 많이들어주심그거다적으시고보세요기본적인개념은 다익히시고'],gpa
61,535020,['생각보다학점잘줌 시험잘보되 글빨좀있어야함중간잘봐도기말망치면 ㄹㅇ 훅떨어지니 조심!수업은 사례를 많이들어주심그거다적으시고보세요기본적인개념은 다익히시고'],teaching
62,535020,['과제 평가불가(F) B-  A- B+ B+받았지만 중간 기말만 잘보면 에이플줌 수능 사탐 법과 정치했다면 수업시간에 잠만 자고 시험봐도 에이플나옴 솔직히 강의와 책에서 시험 별로 안나온다고 봐도됨 쓸때 없이 과제에 힘줄 필요없음'],task
63,535020,['과제 평가불가(F) B-  A- B+ B+받았지만 중간 기말만 잘보면 에이플줌 수능 사탐 법과 정치했다면 수업시간에 잠만 자고 시험봐도 에이플나옴 솔직히 강의와 책에서 시험 별로 안나온다고 봐도됨 쓸때 없이 과제에 힘줄 필요없음'],test
64,535020,['과제 평가불가(F) B-  A- B+ B+받았지만 중간 기말만 잘보면 에이플줌 수능 사탐 법과 정치했다면 수업시간에 잠만 자고 시험봐도 에이플나옴 솔직히 강의와 책에서 시험 별로 안나온다고 봐도됨 쓸때 없이 과제에 힘줄 필요없음'],teaching
65,1950200,['정말 잘 가르쳐주시고 학생들의 의견을 하나하나 들어주시려는 노력이 인상깊었던 수업이었습니다.'],teaching
66,1950200,['과제도 너무 간단해서 거의 없는거나 마찬가지였습니다.'],task
67,1950200,['모든 게 다 좋은데 시험에서 요구하는 양이 조금많은 느낌교수님이 수업도 잘 하시고 피드백 빠르고 친절하심지금까지 본 교수님 중 제일 갓갓갓시험이 어렵다는 점에서 4점 드리지만 대학 수업이라는본질적 측면에서는 5점인거 같습니다'],professor
68,1950200,['모든 게 다 좋은데 시험에서 요구하는 양이 조금많은 느낌교수님이 수업도 잘 하시고 피드백 빠르고 친절하심지금까지 본 교수님 중 제일 갓갓갓시험이 어렵다는 점에서 4점 드리지만 대학 수업이라는본질적 측면에서는 5점인거 같습니다'],test
69,1950200,['모든 게 다 좋은데 시험에서 요구하는 양이 조금많은 느낌교수님이 수업도 잘 하시고 피드백 빠르고 친절하심지금까지 본 교수님 중 제일 갓갓갓시험이 어렵다는 점에서 4점 드리지만 대학 수업이라는본질적 측면에서는 5점인거 같습니다'],teaching
70,1950200,['다른 수업들과 비교했을 때 가장 고퀄리티의 강의였는데  학생들 의견을 가장 적극적으로 듣고자 하셨음 교수님께서 최대한 학생들 편의를 봐주시려 하시고 설명도 잘 해주셔서 강의 내용을 잘 이해할 수 있었음 과제도 다 자신의 생각 적는 과제.근데 시험은 뭔가 한 번도 해본 적 없는 유형의 문제라 난 좀 어려웠음.'],professor
71,1950200,['다른 수업들과 비교했을 때 가장 고퀄리티의 강의였는데  학생들 의견을 가장 적극적으로 듣고자 하셨음 교수님께서 최대한 학생들 편의를 봐주시려 하시고 설명도 잘 해주셔서 강의 내용을 잘 이해할 수 있었음 과제도 다 자신의 생각 적는 과제.근데 시험은 뭔가 한 번도 해본 적 없는 유형의 문제라 난 좀 어려웠음.'],task
72,1950200,['다른 수업들과 비교했을 때 가장 고퀄리티의 강의였는데  학생들 의견을 가장 적극적으로 듣고자 하셨음 교수님께서 최대한 학생들 편의를 봐주시려 하시고 설명도 잘 해주셔서 강의 내용을 잘 이해할 수 있었음 과제도 다 자신의 생각 적는 과제.근데 시험은 뭔가 한 번도 해본 적 없는 유형의 문제라 난 좀 어려웠음.'],test
73,1950200,['다른 수업들과 비교했을 때 가장 고퀄리티의 강의였는데  학생들 의견을 가장 적극적으로 듣고자 하셨음 교수님께서 최대한 학생들 편의를 봐주시려 하시고 설명도 잘 해주셔서 강의 내용을 잘 이해할 수 있었음 과제도 다 자신의 생각 적는 과제.근데 시험은 뭔가 한 번도 해본 적 없는 유형의 문제라 난 좀 어려웠음.'],teaching
74,1950200,['교수님께서 시험 전에 어떻게 작성해야 하는지 양식을 알려주시지만 시험 시간 안에 다 작성해서 내기엔 시간이 좀 부족하다고 느껴진..? 그래도 최대한 열심히 써서 내면 교수님께서 학점 잘 주심! 또 시험 보기 전에 그 양식대로 쓰는 걸 연습해보면서 얻은 것도 많다고 생각함 이번 학기 가장 만족스러운 수업!'],professor
75,1950200,['교수님께서 시험 전에 어떻게 작성해야 하는지 양식을 알려주시지만 시험 시간 안에 다 작성해서 내기엔 시간이 좀 부족하다고 느껴진..? 그래도 최대한 열심히 써서 내면 교수님께서 학점 잘 주심! 또 시험 보기 전에 그 양식대로 쓰는 걸 연습해보면서 얻은 것도 많다고 생각함 이번 학기 가장 만족스러운 수업!'],test
76,1950200,['교수님께서 시험 전에 어떻게 작성해야 하는지 양식을 알려주시지만 시험 시간 안에 다 작성해서 내기엔 시간이 좀 부족하다고 느껴진..? 그래도 최대한 열심히 써서 내면 교수님께서 학점 잘 주심! 또 시험 보기 전에 그 양식대로 쓰는 걸 연습해보면서 얻은 것도 많다고 생각함 이번 학기 가장 만족스러운 수업!'],gpa
77,1950200,['교수님께서 시험 전에 어떻게 작성해야 하는지 양식을 알려주시지만 시험 시간 안에 다 작성해서 내기엔 시간이 좀 부족하다고 느껴진..? 그래도 최대한 열심히 써서 내면 교수님께서 학점 잘 주심! 또 시험 보기 전에 그 양식대로 쓰는 걸 연습해보면서 얻은 것도 많다고 생각함 이번 학기 가장 만족스러운 수업!'],teaching
78,1950200,['얻어가는게 많은 수업입니다!!!'],teaching
79,1950200,"['점수, 학점을 떠나서 헌법에 관하여 지식을 얻고 생각의 힘을 기를 수 있는 수업이라서 좋아요!']",gpa
80,1950200,"['점수, 학점을 떠나서 헌법에 관하여 지식을 얻고 생각의 힘을 기를 수 있는 수업이라서 좋아요!']",teaching
81,1950200,['교수님께서 항상 학생의 입장에서 수업준비를 하시려는게 느껴질 정도로 수업 준비도 꼼꼼하시고 설명도 이해하기 쉽게 해주십니다.'],professor
82,1950200,['교수님께서 항상 학생의 입장에서 수업준비를 하시려는게 느껴질 정도로 수업 준비도 꼼꼼하시고 설명도 이해하기 쉽게 해주십니다.'],teaching
83,1950200,['매학기 수업 첫시간에는 과제로 수업에 바라는 점들을 제출하라고 하시는데 학생들의 의견을 최대한 반영하여서 수업을 준비하세요.'],task
84,1950200,['매학기 수업 첫시간에는 과제로 수업에 바라는 점들을 제출하라고 하시는데 학생들의 의견을 최대한 반영하여서 수업을 준비하세요.'],teaching
85,1950200,['이번학기가 사이버강의였음에도 불구하고 전자패드로 필기까지 하시면서 학생들에게 최대한 쉽게 내용을 전달하시려는 모습에 감동받았습니다!'],teaching
86,1950200,['그리고 시험은 문제해결능력을 중점으로 보는 문제가 출제가 되지만 최대한 열심히 공부한만큼  작성하면 좋은 성적 받을 수 있어요!'],test
87,1950200,['그리고 시험은 문제해결능력을 중점으로 보는 문제가 출제가 되지만 최대한 열심히 공부한만큼  작성하면 좋은 성적 받을 수 있어요!'],gpa
88,1950200,['특히 중간고사의 경우 모든 시험지마다 교수님이 점수 부여기준이랑 평가에 대하여 글을 써서 메일로 보내주셔서 기말 준비하는 데 도움이 되었습니다.'],professor
89,1950200,['특히 중간고사의 경우 모든 시험지마다 교수님이 점수 부여기준이랑 평가에 대하여 글을 써서 메일로 보내주셔서 기말 준비하는 데 도움이 되었습니다.'],test
90,1950200,['법학부 교수님들 중 정말 최고입니다!!!'],professor
91,1950200,['갓갓갓 그저 갓수업준비 시험준비 뭐 하나 대충하시는 일이 없으신듯온라인이라 걱정 그런거 필요도없음오프라인수업도 좋기로 소문난 교수님인데온라인되니 학생들 불안할까봐 더 열심히 하시는듯특히 시험문제보고 감탄함 혹시모를 부정행위까지 싹 다 감안한 시험문제에 정말 감탄함'],professor
92,1950200,['갓갓갓 그저 갓수업준비 시험준비 뭐 하나 대충하시는 일이 없으신듯온라인이라 걱정 그런거 필요도없음오프라인수업도 좋기로 소문난 교수님인데온라인되니 학생들 불안할까봐 더 열심히 하시는듯특히 시험문제보고 감탄함 혹시모를 부정행위까지 싹 다 감안한 시험문제에 정말 감탄함'],test
93,1950200,['갓갓갓 그저 갓수업준비 시험준비 뭐 하나 대충하시는 일이 없으신듯온라인이라 걱정 그런거 필요도없음오프라인수업도 좋기로 소문난 교수님인데온라인되니 학생들 불안할까봐 더 열심히 하시는듯특히 시험문제보고 감탄함 혹시모를 부정행위까지 싹 다 감안한 시험문제에 정말 감탄함'],teaching
94,1950200,"['이번 학기에 제일 만족스러웠던 강의...과제도 학생들 생각을 들어보고자 하는 느낌의 과제였고, 전혀 어렵지 않고 그냥 본인의 생각을 적어내면 됩니다.']",task
95,1950200,"['이번 학기에 제일 만족스러웠던 강의...과제도 학생들 생각을 들어보고자 하는 느낌의 과제였고, 전혀 어렵지 않고 그냥 본인의 생각을 적어내면 됩니다.']",teaching
96,1950200,"['과제보다 시험 잘 보는 게 중요합니다.,']",task
97,1950200,"['과제보다 시험 잘 보는 게 중요합니다.,']",test
98,1950200,['전 중간 그럭저럭 보고 비플받았는데 기말로 만회해서 에이플 받았네요.'],task
99,1950200,['전 중간 그럭저럭 보고 비플받았는데 기말로 만회해서 에이플 받았네요.'],test
100,1950200,"['교수님이 학생들의 얘기를 정말 잘 들어주시고, 수업 내용도 이해하기 쉽게 설명 잘해주셨습니다']",professor
101,1950200,"['교수님이 학생들의 얘기를 정말 잘 들어주시고, 수업 내용도 이해하기 쉽게 설명 잘해주셨습니다']",teaching
102,1950200,"['정말!!!학생들이 수업에 바라는 점, 소감, 그리고 강의의견까지 세심히 챙겨보시는 것 같더라구요!']",teaching
103,1950200,"['강의의견 모든 글에 조회수 1, 2 찍혀있는거 보고 진심으로 감탄했습니다...']",teaching
104,1950200,['강의의견 진짜 열심히 썼는데 쓴 보람이 있는 기분...'],teaching
105,1950200,"['빛희정', '성적은 만족스럽게 나오지는 않았지만 교수님이 하나하나 피드백도 잘해주시고 학생에 대해 애정도 많으시고 잘가르쳐 주신다 너무너무 멋있는 교수님']",professor
106,1950200,"['빛희정', '성적은 만족스럽게 나오지는 않았지만 교수님이 하나하나 피드백도 잘해주시고 학생에 대해 애정도 많으시고 잘가르쳐 주신다 너무너무 멋있는 교수님']",gpa
107,1950200,"['솔직히 성적이 엄청 잘 나오지는 않았지만, 납득할 수 있는 수준으로 받았고,  교수님도 워낙 피드백도 잘 받아주시고, 노력하셔서 좋은 강의 들을 수 있었습니다.']",professor
108,1950200,"['솔직히 성적이 엄청 잘 나오지는 않았지만, 납득할 수 있는 수준으로 받았고,  교수님도 워낙 피드백도 잘 받아주시고, 노력하셔서 좋은 강의 들을 수 있었습니다.']",gpa
109,1950200,"['솔직히 성적이 엄청 잘 나오지는 않았지만, 납득할 수 있는 수준으로 받았고,  교수님도 워낙 피드백도 잘 받아주시고, 노력하셔서 좋은 강의 들을 수 있었습니다.']",teaching
110,1950200,['시험은 좀 어렵고 점수 받기도 쉬운건 아닌데 시험 전에 알려주신 범위에서만 나오고 과제도 거의 없는 수준이고 교수님 강의력 짱 좋으심'],professor
111,1950200,['시험은 좀 어렵고 점수 받기도 쉬운건 아닌데 시험 전에 알려주신 범위에서만 나오고 과제도 거의 없는 수준이고 교수님 강의력 짱 좋으심'],task
112,1950200,['시험은 좀 어렵고 점수 받기도 쉬운건 아닌데 시험 전에 알려주신 범위에서만 나오고 과제도 거의 없는 수준이고 교수님 강의력 짱 좋으심'],test
113,1950200,['시험은 좀 어렵고 점수 받기도 쉬운건 아닌데 시험 전에 알려주신 범위에서만 나오고 과제도 거의 없는 수준이고 교수님 강의력 짱 좋으심'],teaching
114,1950200,['학점 잘주시고과제도 버겁지않고시험유형은 적응하면 할만함논술형-목차잘쓰고 개념 정의 잘해주는게 중요함시험 직전에 정리해주심'],task
115,1950200,['학점 잘주시고과제도 버겁지않고시험유형은 적응하면 할만함논술형-목차잘쓰고 개념 정의 잘해주는게 중요함시험 직전에 정리해주심'],test
116,1950200,['학점 잘주시고과제도 버겁지않고시험유형은 적응하면 할만함논술형-목차잘쓰고 개념 정의 잘해주는게 중요함시험 직전에 정리해주심'],gpa
117,1950200,['과제도 안빡센거 많이 내주시고 교수님이 워낙 친절하시고 수업도 저는 너무 재미있어서 좋았던 수업이었어요.'],professor
118,1950200,['과제도 안빡센거 많이 내주시고 교수님이 워낙 친절하시고 수업도 저는 너무 재미있어서 좋았던 수업이었어요.'],task
119,1950200,['과제도 안빡센거 많이 내주시고 교수님이 워낙 친절하시고 수업도 저는 너무 재미있어서 좋았던 수업이었어요.'],teaching
120,1950200,['시험도 항상 중간 기말 다 나오는거 집어주시고 시험은 솔직히 쉽지많은 않은데 교수님께서 얘기하시는거 그대로만 공부하면 성적도 잘나와요.'],professor
121,1950200,['시험도 항상 중간 기말 다 나오는거 집어주시고 시험은 솔직히 쉽지많은 않은데 교수님께서 얘기하시는거 그대로만 공부하면 성적도 잘나와요.'],test
122,1950200,['시험도 항상 중간 기말 다 나오는거 집어주시고 시험은 솔직히 쉽지많은 않은데 교수님께서 얘기하시는거 그대로만 공부하면 성적도 잘나와요.'],gpa
123,1950200,['중간은 서술형 3문제 나왔고 기말은 서술형 1문제 객관식 단답식 10개 나왔습니다.'],test
124,2099759,['조문 위주로 설명해주시며 특히 학생들이 어려워하는포인트를 정확하게 집어서 상세하게 알려주심과제 하나 빼먹었는데 a 받아서 그저 감사할 따름입니다시험도 크게 어렵지 않아서 법학부 수업 중에는 학점잘 따기 좋은 강좌 상위권에 들 것 같습니다'],task
125,2099759,['조문 위주로 설명해주시며 특히 학생들이 어려워하는포인트를 정확하게 집어서 상세하게 알려주심과제 하나 빼먹었는데 a 받아서 그저 감사할 따름입니다시험도 크게 어렵지 않아서 법학부 수업 중에는 학점잘 따기 좋은 강좌 상위권에 들 것 같습니다'],test
126,2099759,['조문 위주로 설명해주시며 특히 학생들이 어려워하는포인트를 정확하게 집어서 상세하게 알려주심과제 하나 빼먹었는데 a 받아서 그저 감사할 따름입니다시험도 크게 어렵지 않아서 법학부 수업 중에는 학점잘 따기 좋은 강좌 상위권에 들 것 같습니다'],gpa
127,2099759,['조문 위주로 설명해주시며 특히 학생들이 어려워하는포인트를 정확하게 집어서 상세하게 알려주심과제 하나 빼먹었는데 a 받아서 그저 감사할 따름입니다시험도 크게 어렵지 않아서 법학부 수업 중에는 학점잘 따기 좋은 강좌 상위권에 들 것 같습니다'],teaching
128,2099759,['학생들이 어떻게 하면 이해하기 쉬울까 고민하고 강의를 준비하시는 느낌입니다.'],teaching
129,2099759,"['교재도 안썼고, 교수님이 직접 준비하신 교안으로  수업을 진행했는데,교재보고 공부하기보단 조문을 중심으로 중요한 내용들을 이해하는게 먼저라고 하시던게 기억에 남네요.']",professor
130,2099759,"['교재도 안썼고, 교수님이 직접 준비하신 교안으로  수업을 진행했는데,교재보고 공부하기보단 조문을 중심으로 중요한 내용들을 이해하는게 먼저라고 하시던게 기억에 남네요.']",teaching
131,2099759,['과제도 전혀 어렵지 않은 수준이었습니다.'],task
132,2099759,['오픈북 시험이라 시험도 교안 중심으로 옮겨쓰거나 그런 것들 중심으로 나왔구요.'],test
133,2099759,['학점을 잘 주시는지는 잘 모르겠네요...'],gpa
134,1788599,['교수님이 엄청 친절하고 좋으십니다.'],professor
135,1788599,['공부해야할 양이 많긴 했는데 과제도 간단한 레포트 정도였고 크게 힘들지 않았던 수업입니다.'],task
136,1788599,['공부해야할 양이 많긴 했는데 과제도 간단한 레포트 정도였고 크게 힘들지 않았던 수업입니다.'],teaching
137,1788599,['(온라인 기준)교수님 정말 열심히 하심과제도 엄청 쉽고 다 좋은데 시험이 정~~~~~~~~~~~~~~말 너무 쉬워서 변별력 전혀 없었을듯'],professor
138,1788599,['(온라인 기준)교수님 정말 열심히 하심과제도 엄청 쉽고 다 좋은데 시험이 정~~~~~~~~~~~~~~말 너무 쉬워서 변별력 전혀 없었을듯'],task
139,1788599,['(온라인 기준)교수님 정말 열심히 하심과제도 엄청 쉽고 다 좋은데 시험이 정~~~~~~~~~~~~~~말 너무 쉬워서 변별력 전혀 없었을듯'],test
140,1788599,"['내가 수업을 더 열심히 못들은게 죄송할 정도로, 비대면 강의라 수업을 더 잘 진행하지 못해 죄송하다고 이메일을 보내주셨던 ㅠㅠㅠ교안 시험 공지 과제 등등 다 이메일로 보내주셨는데 굳이 교재 없어도 될 정도로 교안 충실하게 보내주셨고, 교안 중심으로 설명도 이해하기 쉽게 해주셨어요']",task
141,1788599,"['내가 수업을 더 열심히 못들은게 죄송할 정도로, 비대면 강의라 수업을 더 잘 진행하지 못해 죄송하다고 이메일을 보내주셨던 ㅠㅠㅠ교안 시험 공지 과제 등등 다 이메일로 보내주셨는데 굳이 교재 없어도 될 정도로 교안 충실하게 보내주셨고, 교안 중심으로 설명도 이해하기 쉽게 해주셨어요']",test
142,1788599,"['내가 수업을 더 열심히 못들은게 죄송할 정도로, 비대면 강의라 수업을 더 잘 진행하지 못해 죄송하다고 이메일을 보내주셨던 ㅠㅠㅠ교안 시험 공지 과제 등등 다 이메일로 보내주셨는데 굳이 교재 없어도 될 정도로 교안 충실하게 보내주셨고, 교안 중심으로 설명도 이해하기 쉽게 해주셨어요']",teaching
143,1788599,"['처음엔 이게뭐지 해도 나중엔 아 이거구나..', '하는 생각 드는?? 시험도 괜찮았고.', '강의 내용적인 부분이 부족해서가 아니라, 뭔가 강의를 들으면서 느껴지는 분위기? 같은 게 대면으로 교수님 보면서 했으면 더 좋았을 것 같다']",professor
144,1788599,"['처음엔 이게뭐지 해도 나중엔 아 이거구나..', '하는 생각 드는?? 시험도 괜찮았고.', '강의 내용적인 부분이 부족해서가 아니라, 뭔가 강의를 들으면서 느껴지는 분위기? 같은 게 대면으로 교수님 보면서 했으면 더 좋았을 것 같다']",test
145,1788599,"['처음엔 이게뭐지 해도 나중엔 아 이거구나..', '하는 생각 드는?? 시험도 괜찮았고.', '강의 내용적인 부분이 부족해서가 아니라, 뭔가 강의를 들으면서 느껴지는 분위기? 같은 게 대면으로 교수님 보면서 했으면 더 좋았을 것 같다']",teaching
146,1788599,['하는 생각이 들게 만드는 강의였습니다!'],teaching
147,1788599,"['교수님 완전 친절하고 좋으심모든 공지, 교안파일, 과제, 시험점수를 메일로 보내주시니까 이메일 잘 확인하셈과제 5개 내주시는데 걍 적당히 할만한정도임 시험은 객관식이 대부분인데 짧은서술(개념적는거)이랑 오엑스도 있음']",professor
