Unnamed: 0,like,semester,professor_name,rate,index,lecture_name,url_id,duplicated,duplicated_id,clean_txt,aspect,cnt,1
11344,1,20,임홍태,100,1,동양고전강독1,1950606,0,-1,교수님 감사합니다,교수,1,1
5286,1,20,최충범,100,7,호텔경영론,2100064,0,-1,이번 학기에 들었던 강의 중에 가장 좋았어요,수업,1,1
11347,0,20,임홍태,100,2,동양고전강독1,1950606,0,-1,코로나 때문에 본의아니게 그런 것 같지만 너무 좋았어요 수업도 재밌습니다,수업,1,1
11348,0,20,임홍태,100,3,동양고전강독1,1950606,0,-1,시험 없는 학기라서 요약문 3번(중간 1번 기말 2번)내고 패스 됐어요,시험,1,0
11350,0,20,임홍태,100,3,동양고전강독1,1950606,0,-1,시험 칠 때는 어떤지 모르겠지만 암튼 꿀 빨았습니다,시험,1,1
11354,0,20,임홍태,100,5,동양고전강독1,1950606,0,-1,과제가 총 3개라서 가장 편했던 강독이었습니다,과제,1,1
11359,1,19,임홍태,100,7,동양고전강독1,1950606,0,-1,싸강 한 번도 안밀리고 제때제때 들으면서 강의요약수필로 씀,수업,1,0
5282,1,20,최충범,100,6,호텔경영론,2100064,0,-1,강의력도 좋으세요,수업,1,1
5281,1,20,최충범,100,6,호텔경영론,2100064,0,-1,"인터넷 강의여서 현장 수업 분위기는 잘 모르겠지만, 현장 수업도 들어보고 싶을만큼 좋았습니다",수업,1,1
5280,1,20,최충범,100,6,호텔경영론,2100064,0,-1,교수님 정말 좋으세요,교수,1,1
5279,1,20,최충범,80,5,호텔경영론,2100064,0,-1,몸이 편찮으셨음에도 수업진도 나가는 열정이 돋보임 수업에 많은 노력을 부으신듯하다,수업,1,1
5278,1,20,최충범,100,4,호텔경영론,2100064,0,-1,갓갓갓수업이 간결해서 요점만 가르쳐주시는 느낌 강의가 재밌다고 느낀건 이번이 처음,수업,1,1
5276,2,20,최충범,100,3,호텔경영론,2100064,0,-1,학점도 잘주시고 교안도 괜찮았,학점,1,1
11360,1,19,임홍태,100,7,동양고전강독1,1950606,0,-1,그리고 그 수필로 쓴 요약 보면서 강의요약문 써서 제출함,수업,1,0
11370,0,20,오혜미,80,1,창업의이론과실제,2022697,0,-1,강의 내용을 너무 돌려 쓰는 경향이 있음,수업,1,-1
11434,4,20,이유진,20,17,서양고전강독3,2100196,0,-1,싶을정도로 웬만한 전공강의보다 더 빡셈 쓰니는 실제로 전공보다 이게 더 빡셌,수업,1,-1
5246,0,20,문혜정,80,0,SFM 딥러닝기반빅데이터분석기초,2100061,0,-1,데이터 분석하고 보고서 쓰는건데 시간도 많이 걸리고 여러모로 어렵기도해서 중간에 드랍한 학생이 좀 많았어요,시험,1,-1
11435,4,20,이유진,20,17,서양고전강독3,2100196,0,-1,정신적으로 너무 힘들었음이 강의로 다시는 고전강독강의는 신청하지 말아야지 다짐하게됨,수업,1,-1
5220,0,19,김민정,100,2,외식산업경영론,1788355,0,-1,시험도 어렵지않고 좋습니다,시험,1,1
5219,0,19,김민정,100,2,외식산업경영론,1788355,0,-1,과제도 발표한번,과제,1,0
5218,0,19,김민정,100,2,외식산업경영론,1788355,0,-1,"교수님이 되게 친절하시고, 재밌어요",교수,1,1
11491,15,20,이유진,20,46,서양고전강독3,2100196,0,-1,0점 이 없어서 1점입니다  도망가세요 시험쳐서 패스하는게 훨씬 낫습니다,시험,1,-1
11493,29,20,이유진,20,47,서양고전강독3,2100196,0,-1,대체 어차피 고강 졸업요건이라패스하려고 듣는건데 왜 고강들끼리 합의해서과제양이랑 난이도 조절안하는지모르겠음,과제,1,-1
11494,29,20,이유진,20,47,서양고전강독3,2100196,0,-1,앵간하면 다른 과제 적은 고강듣길,과제,1,0
11498,0,20,이태하,100,3,서양고전강독3,537153,0,-1,걱정할 필요가 없는 내 최고의 강의♥,수업,1,1
5214,0,20,김민정,100,0,외식산업경영론,1788355,0,-1,교수님이 외식산업 종사 경험이 있으셔서 사소하게 이런 저런 이야기도 해주시고 친절하시고,교수,1,1
5210,0,19,유승석,60,2,조리원리,1080548,0,-1,시험 외울 건 많은데 문제가 어렵진 않음,시험,1,0
11499,0,20,이태하,100,4,서양고전강독3,537153,0,-1,강의 요약문만 착실히 썼다면 쉽게 패스가능 강의도 20분 내외임,수업,1,1
11503,2,20,이태하,100,6,서양고전강독3,537153,0,-1,과제도 적고,과제,1,1
11504,2,20,이태하,100,6,서양고전강독3,537153,0,-1,"시험도 코로나라 그런지는 모르겠으나, 평소 요약문 잘 적어두었으면 그거 한번 보고 하면 됨",시험,1,1
11506,1,20,이태하,60,7,서양고전강독3,537153,0,-1,나쁘지 않은데 수업을 판서로 하심,수업,1,0
11510,1,15,이태하,100,9,서양고전강독3,537153,0,-1,서양 4권 고전 인증을 해주는데 요약문 쓰고 시험보면 됨,시험,1,0
11513,1,19,이태하,80,10,서양고전강독3,537153,0,-1,그래도 시험은 요약문 작성만 잘 하면 쉽게 통과할 수 있습니다,시험,1,1
5206,0,19,유승석,80,0,조리원리,1080548,0,-1,딱 열심히 한 만큼 나오는 수업입니다,수업,1,0
5204,0,19,유승석,80,0,조리원리,1080548,0,-1,교수님이 강조하시는 내용 위주로 공부하시면 수월합니다,교수,1,0
5201,0,18,이충훈,100,5,호텔관광산업의이해,536261,0,-1,과제 많이 어려운데 그만큼 배우는게 많,과제,1,0
5200,0,18,이충훈,100,5,호텔관광산업의이해,536261,0,-1,과제는 팀플이라 팀원 잘 만나야됌 학기초에 잘 살펴보고 좋은 팀원이랑 함께해라 꼭,과제,1,0
5197,0,18,이충훈,100,5,호텔관광산업의이해,536261,0,-1,영어 수업이라 부담될수있는데  영어도 쉬운 영어 하셔서 알아듣기 수월함,수업,1,1
5196,0,18,이충훈,100,5,호텔관광산업의이해,536261,0,-1,교수님 너무 좋으신분,교수,1,1
5193,0,18,이충훈,80,4,호텔관광산업의이해,536261,0,-1,교수님이 좋으신 분인건 확실함,교수,1,1
5192,0,16,이충훈,100,3,호텔관광산업의이해,536261,0,-1,강의 자체가 이해하기 쉽고 설명도 눈높이에 맞춤,수업,1,1
5191,0,20,이충훈,100,2,호텔관광산업의이해,536261,0,-1,그리고 강의 내용도 어렵지 않고 우리가 원래 알던 상식에서 용어들만 더 추가되는 느낌이라 재밌어요,수업,1,1
5189,0,20,이충훈,100,2,호텔관광산업의이해,536261,0,-1,강의 너무 좋았어요 진심,수업,1,1
5221,1,19,김민정,100,3,외식산업경영론,1788355,0,-1,친절하시고 시험도 변별력있고 성의있게 문제 출제하십니다성실한 학생이라면 충분히 a 받을 수 있습니다,시험,1,1
11487,7,20,이유진,20,43,서양고전강독3,2100196,0,-1,"과제 유사도 검사 프로그램도 작동이 되지 않고 있는데 무조건 학생탓, 개선할 생각은 없고 다시 해보라고만 하고 그냥 답이 없음",과제,1,-1
11483,8,20,이유진,20,41,서양고전강독3,2100196,0,-1,학생들을 힘들게하려면 어떻게 해야할까 항상 고민하는 교수님의 모습을 볼 수 있음,교수,1,-1
11478,9,20,이유진,20,38,서양고전강독3,2100196,0,-1,얼른가 얼른 훠이훠이  4권 읽고 시험칠바엔  그냥 시험쳐서 패스한다,시험,1,-1
11437,1,20,이유진,20,19,서양고전강독3,2100196,0,-1,^^처음엔 교수님이 힘드신가보다 했는데 그냥 교수님이 예민한 듯,교수,1,-1
5244,0,20,문혜정,80,0,SFM 딥러닝기반빅데이터분석기초,2100061,0,-1,이건 수업만 잘 들으면 어렵지 않아요,수업,1,0
11441,5,20,이유진,20,21,서양고전강독3,2100196,0,-1,쓰레기같은 수업,수업,1,-1
11443,5,20,이유진,20,21,서양고전강독3,2100196,0,-1,시험도 제출하고 다시보면 공지 또 수정하고,시험,1,-1
5242,0,20,문혜정,80,0,SFM 딥러닝기반빅데이터분석기초,2100061,0,-1,"이번학기는 비대면이라 학점 엄청 잘주셨는데 비대면이었던 앱설계에서는 기준을 모르게 성적을 주셨던 분이라 , 대면될 땐 어떨지 모르겠네요",학점,1,0
5241,0,20,문혜정,80,0,SFM 딥러닝기반빅데이터분석기초,2100061,0,-1,워낙 강의가 문과생에게 생소한걸 배우는거라 질문이 많이 생길수밖에 없어요,수업,1,-1
5240,0,20,문혜정,80,0,SFM 딥러닝기반빅데이터분석기초,2100061,0,-1,전 학기에 대면할때는 매 수업마다 질문하기가 쉬웠는데 이번에는 비대면이어서 질문하기 어렵더라구요,수업,1,0
5239,0,20,문혜정,80,0,SFM 딥러닝기반빅데이터분석기초,2100061,0,-1,이번 학기는 비대면이라 더 쉬운면도 어려운면도 있는 강의였습니다,수업,1,0
5238,1,19,류기상,20,0,외식경영통계,1080555,0,-1,시험범위도 매우 추상적이라 최악이였습니다,시험,1,-1
11446,7,20,이유진,100,22,서양고전강독3,2100196,0,-1,서양고전강독3 과제수준 실화냐,과제,1,0
11448,7,20,이유진,100,22,서양고전강독3,2100196,0,-1,진짜 이 교수님은 전설이다,교수,1,0
11450,5,20,이유진,20,23,서양고전강독3,2100196,0,-1,새내기분들은 참고하세요서고강 들을거면 갓태하 교수님 >>>>>>>>>>>>>>>>>>> (굳이 정하자면)박은미 교수님 >= 이유진 교수님입니다,교수,1,0
5297,0,19,안영주,60,1,호텔경영론,1788335,0,-1,꿀인듯 꿀아닌 꿀같은 수업,수업,1,0
11455,2,20,이유진,20,25,서양고전강독3,2100196,0,-1, 걍 노답 강의,수업,1,-1
11458,2,20,이유진,20,25,서양고전강독3,2100196,0,-1,이 강의 철회한 사람이 5점 받아가야함,수업,1,-1
11464,6,20,이유진,20,28,서양고전강독3,2100196,0,-1,30줄을 요약해야 하는데 안그래도 한정적인걸 이건 뭐 소설을 쓰라는 건가  걍 시험치는게 정신건강에 이로울듯,시험,1,-1
11473,5,20,이유진,20,36,서양고전강독3,2100196,0,-1,생각한 적 있으면 진짜 반성하세요 지금까지 대학생활 하면서 들은 강의 중 최악 중 최악 중 최악입니다,수업,1,-1
11474,5,20,이유진,20,36,서양고전강독3,2100196,0,-1,제발 부탁 드려요 제발 듣지 마세요 차라리 시험 보세요 절대 듣지 마세요,시험,1,-1
5233,0,19,정장호,100,1,주류학,1080505,0,-1,"맥주, 와인, 위스키, 브랜디, 보드카, 진, 럼, 데킬라에 대해서 많이 배울 수 있었고 교수님도 정말 친절하시고 잘 가르쳐주십니다",교수,1,1
5231,0,19,정장호,100,1,주류학,1080505,0,-1,책 한권 플러스 책만한 두께의 제본한 프린트로 진도를 나가셔서 양이 적은 편은 아닙니다,과제,1,-1
5229,0,20,정장호,60,0,주류학,1080505,0,-1,강의 올릴때 한번 보고 올리면 문제인걸 알텐데 그래도 12주차,수업,1,-1
5228,0,19,김민정,80,4,외식산업경영론,1788355,0,-1,강의 마지막날에 조원평가를 하니 주의해 주세요,수업,1,0
5227,0,19,김민정,80,4,외식산업경영론,1788355,0,-1,팀플은 '외식기업의 프로세스 조사'였습니다,과제,1,0
5225,0,19,김민정,80,4,외식산업경영론,1788355,0,-1,수업듣고 책펴면 뭐배웠는지 기억 안 나는 경우도,수업,1,-1
5224,0,19,김민정,80,4,외식산업경영론,1788355,0,-1,하지만 이 강의 자체의 내용 자체가 딱 떨어지는 내용이 아닙니다,수업,1,0
11476,5,20,이유진,20,37,서양고전강독3,2100196,0,-1,"교수님 정말 이전학기왜 왜그러세요,하 철회해야되나 정말",교수,1,-1
11457,2,20,이유진,20,25,서양고전강독3,2100196,0,-1,강의 동영상 하나에 몇마디 하지도 않으면서 강의를 25줄 이상 요약해오라는 것 부터 참 고약하다,수업,1,-1
5298,0,19,안영주,60,1,호텔경영론,1788335,0,-1,영어를 못해서 그런가 피피티 내용이랑 수업 내용을 잘 이해 못하겠,수업,1,-1
11315,2,20,강병철,100,1,세계화와글로벌거버넌스,1950604,0,-1,뭐 읽을 논문이 많다 과제가 많다 그러는데 솔직히 막말로 대학생이 20페이지짜리 논문도 하나 못읽겠으면 대학을 다니는 의미가  있나 싶음,과제,1,-1
11314,2,20,강병철,100,1,세계화와글로벌거버넌스,1950604,0,-1,"평소에  시사나 정치,  국제 정세 등에 관심이 많았다면 별로 공부안하고도 에이쁠 가져갈 수 있는 수업",수업,1,1
5393,1,19,김진후,100,6,호텔관광재무관리,1628519,0,-1,오히려 외우는 내용이 적어서 시험 공부하거나 준비할 때 부담이 적었음,시험,1,1
5392,1,19,김진후,100,6,호텔관광재무관리,1628519,0,-1,수업도 성실히 듣는게 중요함,수업,1,1
5390,1,19,김진후,100,6,호텔관광재무관리,1628519,0,-1,그리고 기말은 물론 중간에 비해서는 어렵기는 했으나 모두 고르시오 문제만을 제외하면 중간과 비슷하거나 오히려 더 낮은 난이도였다고 생각함,시험,1,0
11249,0,20,정경숙,100,0,과학기술과사회,1950601,0,-1,퀴즈는 강의 교안을 꼼꼼히 읽어보신다면 고득점이 충분히 가능합니다,수업,1,1
11250,0,20,정경숙,100,0,과학기술과사회,1950601,0,-1,시험도 마찬가지고요,시험,1,1
5388,1,19,김진후,100,6,호텔관광재무관리,1628519,0,-1,2단원만 회계원리 내용이 조금 들어가는데 이 부분에서 이해하지 못하고 너무 어려워 하고 던지면서 시험 난이도가 극악이라는 평이 많은 것 같은데 전혀 사실이 아님,시험,1,0
5385,0,19,김진후,80,5,호텔관광재무관리,1628519,0,-1,교수님은 좋으심,교수,1,0
5384,0,19,김진후,100,4,호텔관광재무관리,1628519,0,-1,또한 지금까지 배운 것 중 가장 의미있고 실용적인 수업이였던 것 같아요,수업,1,1
5383,0,19,김진후,100,4,호텔관광재무관리,1628519,0,-1,교수님도 너무 친절하시고 좋고 귀여우십니다,교수,1,1
5379,0,19,김진후,100,4,호텔관광재무관리,1628519,0,-1,수업 내용만 들으면 평균 이상은 나오구요,수업,1,1
5376,0,19,김진후,80,3,호텔관광재무관리,1628519,0,-1, 그래도 다들 어려우니까 열심히 하면 학점 나름 괜찮게 나옵니다,학점,1,1
5375,0,19,김진후,100,2,호텔관광재무관리,1628519,0,-1,과목 자체가 어려운데도 열심히 하니까 학점 잘나옵니다,학점,1,1
11253,2,20,정경숙,100,1,과학기술과사회,1950601,0,-1,"내용 자체가 흥미롭고 쉽게 이야기하듯 가르쳐주셔서 공부하는데 어려움을 느끼지 않았고 본인은 수업내용 수기 필기, 타이핑, 프린트해서 한 번 더 읽음으로써 a+받을 수 있었음",수업,1,1
11255,1,20,정경숙,80,3,과학기술과사회,1950601,0,-1,"말 그대로 당대 과학 이념이 사회에서 받아들여지기 까지의 과정과 혼란, 갈등, 대립에 대한 강의에요",수업,1,0
5373,0,19,김진후,100,2,호텔관광재무관리,1628519,0,-1,강의력 정말 좋으세요,수업,1,1
11256,1,20,정경숙,80,3,과학기술과사회,1950601,0,-1,평소 그런들에 관심이 있다면 한번 들어봐도 좋을거 같은 수업이에요,수업,1,1
11258,0,20,정경숙,80,4,과학기술과사회,1950601,0,-1,과제가 많진 않지만 퀴즈 문제들이 너무 별로라 실망스러웠어요,과제,1,-1
11260,0,19,정경숙,80,6,과학기술과사회,1950601,0,-1,교수님 좋으심,교수,1,1
11263,0,20,오세헌,100,0,천문학의세계,2022695,0,-1, 과제도 생각한대로 작성하다보면 많지 얺은 분량,과제,1,1
5369,0,20,김진후,80,0,호텔관광재무관리,1628519,0,-1,"퀴즈, 과제 매주 있고",과제,1,-1
5368,0,20,김종원,20,1,여행사경영론,1414568,0,-1,강의질부터 공지사항까지 나빴던점이 훨신 많이 생각나는 강의,수업,1,-1
5365,0,18,김형곤,60,2,축제경영연구,1628518,0,-1,개인발표랑 조별 발표 있습니다 시험 자체는 쉬워요 조금 치사할뿐,시험,1,0
11265,0,20,오세헌,100,1,천문학의세계,2022695,0,-1,교수님도 비전공자를 위해 최대한 쉬운 주제로 알려주심,교수,1,1
11266,0,20,오세헌,100,1,천문학의세계,2022695,0,-1,시험도 피피티만 정독 몇번 하면 충분히 좋은 점수 얻을 수 있어요:),시험,1,1
5363,1,20,김형곤,100,1,축제경영연구,1628518,0,-1,보통 깐깐한 기준과 엄청난 팀플이 축제경영론을 가로막지만이번학기는 그저 빛형곤이였을뿐,과제,1,1
5394,1,19,김진후,100,6,호텔관광재무관리,1628519,0,-1,수업시간 내용만 따라가도 포기하는 학생들이 많아서 쉽게 A0는 받을 수 있음,수업,1,1
5395,7,19,김진후,100,7,호텔관광재무관리,1628519,0,-1,시험 난이도 극악이라는 것에는 동의 못함,시험,1,0
5398,7,19,김진후,100,7,호텔관광재무관리,1628519,0,-1,극악이라는 애들은 그냥 공부를 다 못해서 못맞추고 찍은거지 ppt 문제랑 과제 문제만 성실히 풀어도 에이 나왔,과제,1,0
5400,7,19,김진후,100,7,호텔관광재무관리,1628519,0,-1,찡찡대는 강평쓰기전에 자기가 수업 다 듣고 다 공부했는지 양심에 손좀 얹고 쓰길,수업,1,0
11185,0,20,이주은,100,5,세종리더십,1950599,0,-1,과제는 좀 벅차지만 팀원 잘만나면 개꿀,과제,1,0
11189,0,19,이주은,100,6,세종리더십,1950599,0,-1,열심히 안해고 과제 하라는것만 꼬박꼬박 내도 점수 잘주심,과제,1,1
11194,0,19,이주은,20,9,세종리더십,1950599,0,-1,시간 낭비하는 수업같아요,수업,1,-1
11195,0,19,이주은,20,9,세종리더십,1950599,0,-1,그냥 과제할거 들고갑니다 저는,과제,1,0
11196,0,19,이주은,100,10,세종리더십,1950599,0,-1,교수가 원하는 답을 낼 수 있는 사람에게는 최고의 꿀강,교수,1,1
11197,1,19,이주은,20,11,세종리더십,1950599,0,-1,재미있고 꿀강이라고 해서 들어본 수업인데 매우 실망했습니다,수업,1,-1
11198,1,19,이주은,20,11,세종리더십,1950599,0,-1,이 교수님이 예외인 듯,교수,1,0
5416,7,19,조용현,100,1,여가공간계획론,1080457,0,-1,수업은 괜찮게 해주심 예시를 많이 들어주셔서 이해못하는 내용이 없을정도,수업,1,1
5414,7,19,조용현,100,1,여가공간계획론,1080457,0,-1,교수님은 본인의 주관을 그냥 난 이렇게 생각했다 쟨 아니겠지 이런식으로 말씀하셨지 강요하진 않으심,교수,1,0
11199,1,19,이주은,20,11,세종리더십,1950599,0,-1,리더십을 글로 배우신 교수님,교수,1,-1
11201,1,19,이주은,20,11,세종리더십,1950599,0,-1,수업에서 말하는 리더십은 전부 군대의 틀에 맞추어져 있어서 듣는 내내 공감 전혀 되지 않고 도움도 안됩니다,수업,1,-1
11202,1,19,이주은,20,11,세종리더십,1950599,0,-1,교수님이 원하는 답안 적지 않으면 좋은 점수 받기 힘들뿐더러 교수님 정답의 기준 또한 뚜렷하지 않음,교수,1,-1
5362,0,20,김형곤,80,0,축제경영연구,1628518,0,-1,과제 좀 귀찮음,과제,1,-1
11203,1,19,이주은,20,11,세종리더십,1950599,0,-1,수업 자체는 어렵지 않은데 듣는 내내 등록금이 너무 아까운 수업이었습니다,수업,1,-1
11205,1,19,이주은,20,11,세종리더십,1950599,0,-1,이 수업 들을 생각이시면 고민 많이 해보고 수강신청하세요,수업,1,-1
11207,0,19,이주은,60,12,세종리더십,1950599,0,-1,리더십에 관한 교수님의 주관이 뚜렷하시고 답안이 그거에 부합하지 못하면 점수 잘받긴 힘든것같,교수,1,-1
11208,0,19,이주은,60,12,세종리더십,1950599,0,-1,은근 까다로운 편이심 군대얘기 맨날하심 정 수업 들으실꺼 없으면 들어도,수업,1,-1
11209,3,19,이주은,20,13,세종리더십,1950599,0,-1,ROTC관심있는사람 아니면 매우 지루하고 이해할 수 없는 수업내용,수업,1,-1
11215,1,20,이기백,100,0,동서양의윤리,2100195,0,-1,시험은 논술 형식이라 보면 돼요,시험,1,0
11217,1,20,이기백,100,0,동서양의윤리,2100195,0,-1,"윤사 과목을 들었거나 글쓰기,논술을 잘하시면 수월하고 못하셔도 노력하면 학점 잘 받을 수 있어요",학점,1,1
5405,1,19,김진후,80,9,호텔관광재무관리,1628519,0,-1,시험 난이도 진짜 미쳤습니다,시험,1,0
11224,1,20,이기백,100,2,동서양의윤리,2100195,0,-1,"강의평이 너무 안좋은데 윤사라는 과목 자체가 원래 무조건 외운다고, 한 번 읽어본다고  이해되는 과목은 아니거든요",수업,1,0
11228,1,20,이기백,100,2,동서양의윤리,2100195,0,-1,교수님은 정말정말 착하시고 따뜻하셔요,교수,1,1
5402,0,19,김진후,80,8,호텔관광재무관리,1628519,0,-1,하지만 시험난이도가 정말 극악입니다,시험,1,-1
11234,1,20,이기백,80,3,동서양의윤리,2100195,0,-1,근데 읽어보면 훨씬 수업듣기 수월할 듯 비문학이라 혼자서 읽기 싫었는데 음성으로 해설해주고 포인트 짚어주니까 유익한 건 맞,수업,1,1
11240,1,20,이기백,20,6,동서양의윤리,2100195,0,-1,온라인강의면서 음질도 별로여서 이어폰안끼면 못알아들,수업,1,-1
