,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,like,semester,professor_name,rate,index,lecture_name,url_id,duplicated,duplicated_id,clean_txt,aspect,cnt,label,token,score
34,34,34,47.0,0.0,17.0,이재교,60,16,법학입문,535020,1,14,과제 평가불가(F) B-  A- B+ B+받았지만 중간 기말만 잘보면 에이플줌 수능 사탐 법과 정치했다면 수업시간에 잠만 자고 시험봐도 에이플나옴 솔직히 강의와 책에서 시험 별로 안나온다고 봐도됨 쓸때 없이 과제에 힘줄 필요없음,수업,3,,과제 평가 불가 받 았 지만 중간 기말 만 잘 면 에이 플 줌 수능 사탐 법 과 정치 했 다면 수업 시간 잠 만 자 시험 봐도 에이 플 나옴 솔직히 강의 와 책 에서 시험 별로 안 나온다고 봐도 됨 쓸 없이 과제 힘줄 필요,0
35,35,35,47.0,0.0,17.0,이재교,60,16,법학입문,535020,1,14,과제 평가불가(F) B-  A- B+ B+받았지만 중간 기말만 잘보면 에이플줌 수능 사탐 법과 정치했다면 수업시간에 잠만 자고 시험봐도 에이플나옴 솔직히 강의와 책에서 시험 별로 안나온다고 봐도됨 쓸때 없이 과제에 힘줄 필요없음,시험,2,,과제 평가 불가 받 았 지만 중간 기말 만 잘 면 에이 플 줌 수능 사탐 법 과 정치 했 다면 수업 시간 잠 만 자 시험 봐도 에이 플 나옴 솔직히 강의 와 책 에서 시험 별로 안 나온다고 봐도 됨 쓸 없이 과제 힘줄 필요,0
36,36,36,47.0,0.0,17.0,이재교,60,16,법학입문,535020,1,14,과제 평가불가(F) B-  A- B+ B+받았지만 중간 기말만 잘보면 에이플줌 수능 사탐 법과 정치했다면 수업시간에 잠만 자고 시험봐도 에이플나옴 솔직히 강의와 책에서 시험 별로 안나온다고 봐도됨 쓸때 없이 과제에 힘줄 필요없음,과제,1,,과제 평가 불가 받 았 지만 중간 기말 만 잘 면 에이 플 줌 수능 사탐 법 과 정치 했 다면 수업 시간 잠 만 자 시험 봐도 에이 플 나옴 솔직히 강의 와 책 에서 시험 별로 안 나온다고 봐도 됨 쓸 없이 과제 힘줄 필요,0
37,37,37,395.0,0.0,20.0,정영희,100,1,영어학의세계,535037,1,15,나긋나긋하시고 과제 잘하고 시험 잘 보면 에이쁠 주셔요 출결은 크게 신경 안쓰셔도 되고 시험도 배운 내용 안에서 다 나옵니다,시험,2,,나긋나긋하 시 과제 잘 시험 잘 면 이쁠 셔요 출결 크 게 신경 안 쓰 셔도 시험 도 배운 내용 안 에서 다 나옵니다,0
38,38,38,395.0,0.0,20.0,정영희,100,1,영어학의세계,535037,1,15,나긋나긋하시고 과제 잘하고 시험 잘 보면 에이쁠 주셔요 출결은 크게 신경 안쓰셔도 되고 시험도 배운 내용 안에서 다 나옵니다,과제,1,,나긋나긋하 시 과제 잘 시험 잘 면 이쁠 셔요 출결 크 게 신경 안 쓰 셔도 시험 도 배운 내용 안 에서 다 나옵니다,0
39,39,39,397.0,0.0,20.0,정영희,80,2,영어학의세계,535037,1,16,교수님 수업 너무 나긋나긋하고,수업,2,,교수 님 수업 너무 나긋나긋하,1
40,40,40,397.0,0.0,20.0,정영희,80,2,영어학의세계,535037,1,16,교수님 수업 너무 나긋나긋하고,교수,1,,교수 님 수업 너무 나긋나긋하,1
41,41,41,403.0,0.0,20.0,정영희,60,6,영어학의세계,535037,1,17,목소리가 나긋하시고 작으신편이라 집중이 안될때도 있었지만,수업,2,,목소리 나긋 시 작 으신 편 라 집중 안 될 도 지만,0
42,42,42,403.0,0.0,20.0,정영희,60,6,영어학의세계,535037,1,17,과제도 어렵지않았고 강의력도 좋았어요,과제,1,,과제 도 어렵 았 강의 력 도 좋 았 어요,1
43,43,43,404.0,0.0,19.0,정영희,80,7,영어학의세계,535037,1,18, 중간중간  과제는 간단한 정도로 나와요,시험,2,,중간 중간 과제 간단 정도 로 나와요,0
44,44,44,404.0,0.0,19.0,정영희,80,7,영어학의세계,535037,1,18, 중간중간  과제는 간단한 정도로 나와요,과제,1,,중간 중간 과제 간단 정도 로 나와요,0
45,45,45,405.0,0.0,20.0,정영희,60,8,영어학의세계,535037,1,19,수업은 열정적으로 가르치셔서 나쁘지 않았어요,수업,2,,수업 열정 적 으로 가르치 셔서 나쁘 았 어요,1
46,46,46,405.0,0.0,20.0,정영희,60,8,영어학의세계,535037,1,19,교수님 목소리가 너무 나긋하시고 조용하시긴 하지만,교수,1,,교수 님 목소리 너무 나긋 시 조용 시 긴 지만,0
47,47,47,407.0,0.0,19.0,정영희,60,9,영어학의세계,535037,1,20,재수강생이 많은 이유가 있는 법 개인적으로 수업이 너무 안맞아서 겨우겨우 듣고 끝냄이왕이면 탁진영 교수님꺼 들으시길,교수,1,,재 수강 생 많 이유 법 개인 적 으로 수업 너무 안 맞 아서 겨우겨우 듣 끝냄 왕 면 탁진영 교수 님 꺼 으시 길,-1
48,48,48,407.0,0.0,19.0,정영희,60,9,영어학의세계,535037,1,20,재수강생이 많은 이유가 있는 법 개인적으로 수업이 너무 안맞아서 겨우겨우 듣고 끝냄이왕이면 탁진영 교수님꺼 들으시길,수업,2,,재 수강 생 많 이유 법 개인 적 으로 수업 너무 안 맞 아서 겨우겨우 듣 끝냄 왕 면 탁진영 교수 님 꺼 으시 길,-1
49,49,49,410.0,0.0,19.0,정영희,100,10,영어학의세계,535037,1,21,학점 잘 나와요,학점,2,,학점 잘 나와요,-1
50,50,50,410.0,0.0,19.0,정영희,100,10,영어학의세계,535037,1,21,학점 주시는 것도 에이쁠 비쁠 씨쁠 이렇게 무조건 플러스 붙이고 주셔서 학점 잘 나와요,과제,1,,학점 시 도 이쁠 비 쁠 씨 쁠 이렇게 무조건 플러스 붙이 셔서 학점 잘 나와요,1
51,51,51,412.0,0.0,19.0,정영희,60,12,영어학의세계,535037,1,22,수업 자체는 나머지 강의평이랑 같이 무난하고,수업,2,,수업 자체 나머지 강의 평이 랑 같이 무난,0
52,52,52,412.0,0.0,19.0,정영희,60,12,영어학의세계,535037,1,22,수업 자체는 나머지 강의평이랑 같이 무난하고 집중만 잘하면 무난하게 성적 받을 수 있음,학점,1,,수업 자체 나머지 강의 평이 랑 같이 무난 집중 만 잘 면 무난 게 성적 받,0
53,53,53,424.0,0.0,18.0,정영희,100,15,영어학의세계,535037,1,23,어렵다고 하면 어렵지만 수업만 열심히 듣고 그 날 학습한거 그 날 복습하면 시험에 어렵지않게 임할 수 있다,수업,2,,어렵 다고 면 어렵 지만 수업 만 열심히 듣 날 학습 거 날 복습 면 시험 어렵 게 임할 다,1
54,54,54,424.0,0.0,18.0,정영희,100,15,영어학의세계,535037,1,23,어렵다고 하면 어렵지만 수업만 열심히 듣고 그 날 학습한거 그 날 복습하면 시험에 어렵지않게 임할 수 있다,시험,1,,어렵 다고 면 어렵 지만 수업 만 열심히 듣 날 학습 거 날 복습 면 시험 어렵 게 임할 다,1
55,55,55,431.0,0.0,18.0,정영희,100,17,영어학의세계,535037,1,24,오죽하면 내가 우연히 교수님 마주쳤는데 나라도 꼬박꼬박  답해줘서 고맙다고 하시더라 아무튼 이 수업을 바탕으로 쉽게 영어학 적응가능하다,수업,2,,오죽 면 내 우연히 교수 님 마주쳤 는데 나라 도 꼬박꼬박 답 해 줘서 고맙 다고 시 더라 아무튼 수업 바탕 으로 쉽 게 영어 학 적응 가능 다,1
56,56,56,431.0,0.0,18.0,정영희,100,17,영어학의세계,535037,1,24,오죽하면 내가 우연히 교수님 마주쳤는데 나라도 꼬박꼬박  답해줘서 고맙다고 하시더라 아무튼 이 수업을 바탕으로 쉽게 영어학 적응가능하다,교수,1,,오죽 면 내 우연히 교수 님 마주쳤 는데 나라 도 꼬박꼬박 답 해 줘서 고맙 다고 시 더라 아무튼 수업 바탕 으로 쉽 게 영어 학 적응 가능 다,1
57,57,57,520.0,0.0,20.0,이동영,100,0,영어속의논리,535039,1,25,교수님도 초반 과제들을 통해 학습을 유도 하심,과제,2,,교수 님 도 초반 과제 통해 학습 유도 하심,-1
58,58,58,520.0,0.0,20.0,이동영,100,0,영어속의논리,535039,1,25,교수님도 초반 과제들을 통해 학습을 유도 하심,교수,1,,교수 님 도 초반 과제 통해 학습 유도 하심,-1
59,59,59,526.0,0.0,20.0,이동영,60,1,영어속의논리,535039,1,26,교수님이 설명을 잘 해주시고,교수,1,,교수 님 설명 잘 해 시,1
60,60,60,526.0,0.0,20.0,이동영,60,1,영어속의논리,535039,1,26,은근 과제가 재밌다,과제,2,,은근 과제 재밌 다,1
61,61,61,526.0,0.0,20.0,이동영,60,1,영어속의논리,535039,1,26,처음에는 내용이 생소하긴하지만 흥미로운 수업이었다,수업,3,,처음 내용 생소 긴 지만 흥미 로운 수업 다,-1
62,62,62,529.0,0.0,20.0,이동영,100,3,영어속의논리,535039,1,27,공부 열심히하면 재밌고 그만큼 성적도 잘 받을수 있음논리적으로 생각하고 따져보는 과정이 처음에는 낯설수도 있지만 수업 열심히 듣고 교수님께 질문도하고 (싸강이라 이메일로 함) 하면 괜찮음,교수,1,,공부 열심히 면 재밌 그만큼 성적 도 잘 받 논리 적 으로 생각 따져 과정 처음 낯설 도 지만 수업 열심히 듣 교수 님 께 질문 도 싸 강 라 이메일 로 면 괜찮,1
63,63,63,529.0,0.0,20.0,이동영,100,3,영어속의논리,535039,1,27,공부 열심히하면 재밌고 그만큼 성적도 잘 받을수 있음논리적으로 생각하고 따져보는 과정이 처음에는 낯설수도 있지만 수업 열심히 듣고 교수님께 질문도하고 (싸강이라 이메일로 함) 하면 괜찮음,학점,2,,공부 열심히 면 재밌 그만큼 성적 도 잘 받 논리 적 으로 생각 따져 과정 처음 낯설 도 지만 수업 열심히 듣 교수 님 께 질문 도 싸 강 라 이메일 로 면 괜찮,1
64,64,64,529.0,0.0,20.0,이동영,100,3,영어속의논리,535039,1,27,공부 열심히하면 재밌고 그만큼 성적도 잘 받을수 있음논리적으로 생각하고 따져보는 과정이 처음에는 낯설수도 있지만 수업 열심히 듣고 교수님께 질문도하고 (싸강이라 이메일로 함) 하면 괜찮음,수업,3,,공부 열심히 면 재밌 그만큼 성적 도 잘 받 논리 적 으로 생각 따져 과정 처음 낯설 도 지만 수업 열심히 듣 교수 님 께 질문 도 싸 강 라 이메일 로 면 괜찮,1
65,65,65,531.0,0.0,20.0,이동영,80,4,영어속의논리,535039,1,28,교수님 수업 열심히 하시고 강의력이 아주 좋으십니다,교수,1,,교수 님 수업 열심히 시 강의 력 아주 좋 으십니다,1
66,66,66,531.0,0.0,20.0,이동영,80,4,영어속의논리,535039,1,28,좀 수학 같은 느낌임교수님 수업 열심히 하시고 강의력이 아주 좋으십니다,수업,2,,좀 수학 느낌 임 교수 님 수업 열심히 시 강의 력 아주 좋 으십니다,1
67,67,67,533.0,0.0,20.0,이동영,80,4,영어속의논리,535039,1,29,시험은 수업 때 배운 내용을 응용한 문제가 나옵니다,시험,2,,시험 수업 배운 내용 응용 문제 나옵니다,1
68,68,68,533.0,0.0,20.0,이동영,80,4,영어속의논리,535039,1,29,과제는 총 5번인가 나왔던 거 같은데 난이도가 쉽진 않습니다 평소에 강의 잘 들어놓고 계셔야함,과제,1,,과제 총 번 인가 나왔 던 거 은데 난이도 쉽 진 평소 강의 잘 어 놓 계셔야,-1
69,69,69,533.0,0.0,20.0,이동영,80,4,영어속의논리,535039,1,29,과제는 총 5번인가 나왔던 거 같은데 난이도가 쉽진 않습니다 평소에 강의 잘 들어놓고 계셔야함시험은 수업 때 배운 내용을 응용한 문제가 나옵니다,수업,3,,과제 총 번 인가 나왔 던 거 은데 난이도 쉽 진 평소 강의 잘 어 놓 계셔야 시험 수업 배운 내용 응용 문제 나옵니다,1
70,70,70,543.0,0.0,20.0,이동영,80,8,영어속의논리,535039,1,30,"배우다 보면 나름 재밌어진다 그리고 과제는 5번 있는데, 수업 잘 들으면 어렵지 않게 풀 수 있다",과제,1,,배우 다 면 나름 재밌 어 진다 그리고 과제 번 는데 수업 잘 들으면 어렵 게 풀 다,1
71,71,71,543.0,0.0,20.0,이동영,80,8,영어속의논리,535039,1,30,"배우다 보면 나름 재밌어진다 그리고 과제는 5번 있는데, 수업 잘 들으면 어렵지 않게 풀 수 있다",수업,2,,배우 다 면 나름 재밌 어 진다 그리고 과제 번 는데 수업 잘 들으면 어렵 게 풀 다,1
72,72,72,555.0,0.0,19.0,이동영,80,11,영어속의논리,535039,1,31,과제 그냥 프린트 한장 풀어가면 되는 거라 부담 별로 없,과제,1,,과제 그냥 프린트 장 풀 어 면 거 라 부담 별로,1
73,73,73,555.0,0.0,19.0,이동영,80,11,영어속의논리,535039,1,31,"강의의 정석 같은 느낌임 과제 5번, 시험 2번인데 과제 그냥 프린트 한장 풀어가면 되는 거라 부담 별로 없",시험,2,,강의 의 정석 느낌 임 과제 번 시험 번 인데 과제 그냥 프린트 장 풀 어 면 거 라 부담 별로,1
74,74,74,555.0,0.0,19.0,이동영,80,11,영어속의논리,535039,1,31,"강의의 정석 같은 느낌임 과제 5번, 시험 2번인데 과제 그냥 프린트 한장 풀어가면 되는 거라 부담 별로 없",수업,3,,강의 의 정석 느낌 임 과제 번 시험 번 인데 과제 그냥 프린트 장 풀 어 면 거 라 부담 별로,1
75,75,75,556.0,0.0,19.0,이동영,80,11,영어속의논리,535039,1,32,시험도 무난하게 내심 그냥 답이 딱 정해져 있어서 깔끔함 A+이랑 B+ 간격이 촘촘해서 A+ 받으려면 열심히 해야되긴 함 근데 이건 다른 강의도 다 그러니까 뭐,수업,2,,시험 도 무난 게 내심 그냥 답 딱 정해져 어서 깔끔 이랑 간격 촘촘 해서 받 으려면 열심히 해야 긴 근데 이건 다른 강의 도 다 그러니까 뭐,0
76,76,76,556.0,0.0,19.0,이동영,80,11,영어속의논리,535039,1,32,시험도 무난하게 내심 그냥 답이 딱 정해져 있어서 깔끔함 A+이랑 B+ 간격이 촘촘해서 A+ 받으려면 열심히 해야되긴 함,시험,1,,시험 도 무난 게 내심 그냥 답 딱 정해져 어서 깔끔 이랑 간격 촘촘 해서 받 으려면 열심히 해야 긴,-1
77,77,77,559.0,0.0,19.0,이동영,80,12,영어속의논리,535039,1,33,강의 내용은 왜 배워야하는지 모르겠는 내용이지만 교수님이 설명을 꼼꼼하게 잘해주시기 때문에 재밌을때도 있,수업,2,,강의 내용 왜 배워야 는지 모르 겠 내용 지만 교수 님 설명 꼼꼼 게 잘 해 시 기 때문 재밌 도,1
78,78,78,559.0,0.0,19.0,이동영,80,12,영어속의논리,535039,1,33,교수님이 설명을 꼼꼼하게 잘해주시기 때문에 재밌을때도 있,교수,1,,교수 님 설명 꼼꼼 게 잘 해 시 기 때문 재밌 도,1
79,79,79,563.0,0.0,19.0,이동영,100,13,영어속의논리,535039,1,34,수업 내용 자체가 어려운 부분이지만 수업만 제대로 듣는다면 괜찮은 수업임,수업,2,,수업 내용 자체 어려운 부분 지만 수업 만 제대로 듣 는다면 괜찮 수업 임,-1
80,80,80,563.0,0.0,19.0,이동영,100,13,영어속의논리,535039,1,34,수업 내용 자체가 어려운 부분이지만 교수님이 반복해서 설명해주시기에  수업만 제대로 듣는다면 괜찮은 수업임,교수,1,,수업 내용 자체 어려운 부분 지만 교수 님 반복 해서 설명 해 시 기 수업 만 제대로 듣 는다면 괜찮 수업 임,-1
81,81,81,566.0,0.0,19.0,이동영,60,14,영어속의논리,535039,1,35,실용적이지 않고 좀 특이한 수업임 ,수업,2,,실용 적 좀 특이 수업 임,-1
82,82,82,566.0,0.0,19.0,이동영,60,14,영어속의논리,535039,1,35,교수님이 잘 가르쳐주셔서 들을만 함 발표는 한번 있는데 앞에 나가서 책 읽고 해석하면 되는거라 어렵지 않,교수,1,,교수 님 잘 가르쳐 셔서 만 발표 번 는데 앞 나가 서 책 읽 해석 면 거 라 어렵,0
83,83,83,568.0,0.0,19.0,이동영,80,15,영어속의논리,535039,1,36,교수님은 좋은데 ,교수,1,,교수 님 좋 은데,1
84,84,84,568.0,0.0,19.0,이동영,80,15,영어속의논리,535039,1,36,수업 내용이 어렵고 실용적이진 않다,수업,2,,수업 내용 어렵 실용 적 진 다,1
85,85,85,571.0,0.0,19.0,이동영,60,17,영어속의논리,535039,1,37,교수님 자체는 좋으나 첨엔수업들으면서 이게 뭔소린지 하는데 계속 꾸준히 열심히 듣다보면 어느순간 이해감,교수,1,,교수 님 자체 좋 으나 첨 엔 수업 들으면서 이게 뭔 소린지 는데 계속 꾸준히 열심히 듣 다 면 어느 순간 이해 감,1
86,86,86,571.0,0.0,19.0,이동영,60,17,영어속의논리,535039,1,37,교수님 자체는 좋으나 첨엔수업들으면서 이게 뭔소린지 하는데 계속 꾸준히 열심히 듣다보면 어느순간 이해감,수업,2,,교수 님 자체 좋 으나 첨 엔 수업 들으면서 이게 뭔 소린지 는데 계속 꾸준히 열심히 듣 다 면 어느 순간 이해 감,1
87,87,87,572.0,0.0,19.0,이동영,60,17,영어속의논리,535039,1,38,과제5개 내주시는데 걍 중간 기말치기전에 책 공부한다치고 하면 다 풀 수 있는 정도임,과제,1,,과제 개 내주 시 는데 걍 중간 기말 치 기 전 책 공부 한다 치 면 다 풀 정도 임,1
88,88,88,572.0,0.0,19.0,이동영,60,17,영어속의논리,535039,1,38,과제5개 내주시는데 걍 중간 기말치기전에 책 공부한다치고 하면 다 풀 수 있는 정도임,시험,2,,과제 개 내주 시 는데 걍 중간 기말 치 기 전 책 공부 한다 치 면 다 풀 정도 임,1
89,89,89,606.0,0.0,20.0,이동영,80,0,영미문화와어휘,535041,1,39,교수님이 친절하게 다 하나씩 알려주시는데,교수,1,,교수 님 친절 게 다 하나 씩 알려 시 는데,1
90,90,90,606.0,0.0,20.0,이동영,80,0,영미문화와어휘,535041,1,39,교수님이 친절하게 다 하나씩 알려주시는데 이번학기가 오픈북 시험이어서 괜찮았지  아니었으면 좀 힘들었을 수업임,시험,2,,교수 님 친절 게 다 하나 씩 알려 시 는데 이번 학기 오픈 북 시험 어서 괜찮 았 으면 좀 힘들 수업 임,0
